Omega	MA1	MS1	alpha	svev
2.56802e-05	401.382	525.762	-1.18739	77.2877
0.00117228	589.56	477.594	0.686475	301.413
0.0248613	710.313	449.715	0.801848	900.934
0.0191681	916.882	379.978	0.100566	305.387
1.83573e-05	410.908	934.469	-0.582528	389.75
0.000576864	634.544	815.021	-0.349679	478.305
18.2827	430.427	121.233	-0.0240611	871.041
8.69438e-06	728.771	132.757	0.479159	16.5722
18.4998	608.519	117.748	-1.11647	774.787
0.000878253	545.342	737.566	-0.879373	863.264
0.00937616	237.281	302.013	-0.678391	975.348
0.474185	631.991	234.691	-1.03267	816.257
0.00873313	219.159	917.285	-1.42105	486.381
0.0438394	782.306	326.543	1.06013	436.922
0.00243032	397.776	360.84	-0.828218	330.46
0.00137974	443.596	647.108	-1.12906	889.002
0.446942	714.856	183.515	-1.38888	285.938
0.0280057	871.081	277.984	-0.662532	278.714
0.0190358	529.997	400.319	-1.19254	573.598
0.000161279	585.01	749.805	-1.00535	292.402
0.000253598	717.09	647.609	0.887219	228.424
0.00675913	924.152	904.684	0.172424	620.239
1.78225e-05	315.524	662.131	-0.447054	791.463
1.41401e-05	359.238	755.177	0.729967	498.809
38.5418	888.693	111.429	-1.31216	790.471
0.000127449	339.412	900.147	1.08132	372.065
0.0759442	350.466	280.661	1.11495	964.631
0.000334665	80.4658	286.283	1.34556	35.8509
0.0846157	883.892	347.518	0.864133	711.006
0.154454	302.202	159.08	1.24981	330.616
0.000831249	771.211	728.449	0.236409	256.27
0.405612	533.626	138.082	-1.11544	308.3
0.00158004	199.51	588.836	-0.0966241	228.043
0.0246151	538.983	300.23	-0.0386672	314.124
0.00694345	530.89	389.729	1.1849	343.249
0.0390003	626.013	514.57	0.214173	805.666
0.00334801	812.088	655.864	0.209108	343.892
0.0022955	764.944	697.922	-1.17185	464.924
4.66906	476.371	58.8631	0.300737	702.539
0.899483	146.945	921.147	-1.5359	740.93
0.000236351	559.983	764.41	-0.710506	480.872
0.953837	114.64	143.71	-1.22534	761.769
0.000843417	483.439	763.339	0.333463	987.14
6.32559e-05	327.908	515.798	-1.18874	175.144
0.129742	221.662	187.306	-1.08212	688.486
0.0158979	835.228	936.304	1.52404	283.258
0.0932009	945.167	339.364	-0.48311	581.264
0.000223574	310.511	803.913	-1.24927	357.972
0.479382	618.323	173.944	1.11873	376.809
0.00125969	267.654	907.874	0.638661	966.1
0.00197799	721.212	485.379	0.701948	310.127
2.02598	51.1773	529.902	-1.39933	845.205
0.000956687	667.207	493.404	-0.967474	210.92
6.99612e-05	479.708	732.205	0.183034	177.984
0.0181246	121.569	285.631	-0.0877048	904.578
0.00404329	139.544	905.553	-0.411618	574.854
0.000290097	129.497	222.033	0.725595	225.857
0.000730824	179.907	719.324	-0.533543	434.822
7.36773e-06	254.703	858.789	1.22564	54.5515
0.820162	438.691	189.358	-0.852139	944.767
0.00288672	632.762	588.164	-1.20114	421.378
0.000853823	370.369	572.368	-1.1782	676.25
1.46107	807.999	204.33	-0.202674	597.452
1.7233	159.883	76.5924	1.38769	804.66
0.920341	248.626	146.242	-0.909737	673.006
0.00666021	815.565	584.776	-0.424	541.049
0.0681794	493.565	229.893	-1.32551	255.915
7.38314e-05	369.251	704.867	1.33433	307.524
0.000104894	343.031	696.488	-1.56377	43.3514
2.92068e-06	318.856	701.826	0.570376	128.075
5.59767e-05	856.156	879.357	-1.12799	117.926
0.00245185	905.95	729.81	-1.51481	83.5829
0.00035474	826.052	741.949	-1.03123	229.014
9.96617e-06	376.725	762.761	0.668869	537.251
33.9172	942.655	138.033	1.11802	791.192
0.00270996	792.9	790.7	-0.482041	780.826
0.00238528	537.188	478.4	-1.0963	349.449
0.00252976	230.226	904.671	1.0683	832.759
63.988	834.029	107.299	-1.26926	981.019
0.00113536	787.109	357.84	1.01221	114.688
0.00561015	149.789	527.662	0.569539	993.955
0.0970316	340.424	216.663	-0.0819819	394.803
0.119955	304.696	149.35	-0.582667	330.452
8.47817	890.05	58.9016	-1.23012	661.432
0.163715	487.302	132.86	-0.0794534	260.216
0.00298799	87.5317	316.183	0.584785	315.444
0.00069757	373.483	856.332	1.29699	782.341
0.000472478	264.172	706.092	-1.01022	735.308
0.0335418	283.754	278.531	-0.474865	859.866
1.63321	445.194	187.279	0.25893	822.927
4.09747e-05	286.629	552.24	0.697746	897.054
18.6982	561.141	131.014	-0.954072	830.709
0.0143714	213.874	937.2	-1.4017	671.348
0.000238692	303.383	519.883	-0.867757	740.229
4.71874e-07	426.215	834.505	0.442845	137.492
0.00251284	590.597	661.211	0.490045	819.578
3.24233e-09	889.742	794.824	1.1322	5.82704
0.046238	932.103	355.785	-0.40165	443.367
1.23741e-05	858.025	882.311	-0.807279	95.1562
0.129124	63.3248	149.327	-0.10763	439.905
1.35167e-05	136.527	283.581	-0.952255	520.046
0.00469021	753.464	551.571	-0.384287	421.251
7.04789e-08	436.076	804.234	-0.943598	19.621
0.00918643	515.445	824.415	-1.47769	855.774
0.433144	669.239	349.553	-0.156428	890.136
0.000639438	655.338	874.948	0.528283	822.536
0.353273	807.259	365.484	0.221178	911.282
2.32795e-06	464.81	550.139	1.11905	37.1073
1.08337e-05	783.72	476.387	0.1792	54.0388
0.513737	77.9584	908.023	0.304328	934.784
0.0586616	762.256	636.929	-0.125545	796.718
0.00760666	511.345	391.73	-0.601437	490.184
0.00639843	691.282	573.01	-0.94044	759.005
0.000863762	497.958	751.999	-0.360864	868.938
0.00535043	167.483	942.512	-0.505389	955.581
0.00483785	542.651	273.583	0.287257	196.138
0.0470606	699.971	124.877	-0.431549	149.33
0.0368483	82.8997	730.417	0.795622	959.545
2.526e-05	417.346	682.669	1.03029	214.079
0.00130449	124.399	855.744	1.32188	137.371
2.16639e-06	478.754	941.2	0.927401	122.294
0.107151	743.199	172.284	1.48951	181.154
0.00101439	164.796	507.729	1.25902	313.941
0.00197646	731.312	626.605	0.549592	492.702
2.82411e-06	701.482	947.371	-0.0653352	38.5368
0.00150436	727.787	451.175	0.818147	233.225
0.00174871	183.844	702.395	-1.06419	588.787
0.000801676	608.139	233.098	-0.843894	82.9443
6.16321e-06	224.298	236.224	-1.26748	27.5544
0.000425939	358.508	395.534	1.45734	71.602
0.740628	853.263	371.153	-0.0931875	864.778
0.0112943	947.758	214.567	0.469757	146.133
1.10092e-05	211.938	375.07	0.69548	129.603
4.955	776.245	113.16	1.3604	482.321
0.00886074	765.555	208.682	1.43148	95.193
0.00429636	391.78	242.253	-0.266358	187.847
0.00196268	428.477	574.193	0.230654	512.252
0.0240152	919.727	411.752	0.827233	537.767
0.0054536	732.905	391.039	1.12745	234.42
0.000805716	555.606	623.424	0.805167	508.898
0.000503899	948.494	913.526	0.759372	478.193
0.230381	76.6862	742.128	0.959021	675.069
0.00169681	900.81	903.158	1.02011	761.159
0.000152626	195.411	726.522	-0.549463	240.688
0.0117062	350.715	442.242	0.257918	898.621
0.0019122	803.994	571.161	-0.626776	346.069
0.00026843	912.2	650.998	0.303336	160.21
0.00138139	324.422	797.467	0.0621552	353.495
0.000102555	760.993	892.62	-0.618137	262.239
1.428e-05	684.748	832.483	1.00419	109.398
0.00112035	785.641	845.855	0.473187	644.711
0.0541299	622.377	836.816	1.50466	975.745
0.00578157	329.058	865.813	1.47687	561.484
0.00176926	486.974	436.967	-1.10636	271.323
8.27217	137.965	137.515	-0.177414	744.647
1.66802	884.982	252.331	-0.305828	963.349
0.00163836	194.951	782.959	0.684079	706.187
0.502025	665.443	213.573	1.15086	537.855
41.8365	109.428	493.405	0.00378455	517.435
0.870252	380.221	87.077	0.634622	480.672
0.00115895	902.89	898.433	0.55599	672.437
0.00427821	385.399	562.283	-0.209912	824.988
0.0246655	649.798	806.02	-0.0929774	876.834
0.0370197	108.351	571.054	0.295937	873.183
9.07462e-06	404.014	814.407	-0.86114	312.637
0.0117912	77.9807	598.256	-1.32835	93.13
0.826294	141.661	102.677	-1.26568	578.8
0.0599649	139.755	474.113	-0.0981486	799.328
8.03445e-05	422.546	923.493	-1.42194	146.59
0.00909468	535.777	371.549	0.900398	481.086
0.0224744	227.569	167.06	-0.923017	257.753
7.40794	688.114	151.109	-0.747282	800.594
0.0131928	915.516	572.221	-1.24921	488.535
0.010642	220.478	732.126	1.5481	180.359
8.00995e-06	784.803	850.121	-0.655759	90.8057
0.000750243	374.234	865.183	1.30745	760.264
0.0429223	838.677	449.712	0.861424	963.595
0.0032826	771.261	786.034	-0.263707	561.245
16.463	903.094	430.383	1.56671	622.632
7.36595e-05	531.492	723.97	0.492909	261.571
0.218591	346.191	894.921	-0.010442	759.503
0.0442322	677.047	571.412	0.0581856	489.961
0.230922	471.532	562.829	0.0413635	809.977
0.00433069	478.013	403.61	1.03242	429.912
1.0198	803.322	197.271	-0.465342	603.226
0.0884074	933.305	401.171	0.434875	768.169
0.0049779	781.555	858.161	1.34879	637.487
0.0321474	632.131	360.943	-0.478056	586.644
0.336614	305.864	350.561	1.49513	844.662
2.29558	871.973	323.8	1.51114	494.941
0.00104962	836.629	881.168	-0.371737	494.684
9.37371e-06	334.778	781.818	-0.47249	211.092
0.0346339	929.089	472.474	-1.08874	701.777
0.422758	823.645	436.095	1.43953	792.078
0.00207287	344.256	476.4	0.54175	887.66
1.30992e-05	787.344	828.303	1.48837	21.2541
0.000181851	228.864	449.701	-1.24544	949.728
0.000177979	723.501	570.879	-1.21881	85.4917
0.000496588	502.047	683.614	0.384425	494.22
0.0021379	515.431	656.102	1.00121	971.996
1.40489	178.576	737.608	-0.0191276	972.167
0.393616	223.702	355.708	-1.56304	452.675
0.0845232	782.108	675.668	0.0626841	675.237
0.00659248	553.97	449.054	0.416965	494.223
0.0018551	848.756	788.778	0.812744	736.552
0.0210272	409.657	378.013	0.426755	870.875
0.000349181	111.626	257.157	1.26259	258.948
0.0137009	863.259	673.455	0.268982	720.868
0.000303253	461.062	528.492	-1.42476	80.4515
2.49265e-06	834.2	701.476	0.470417	49.9018
1.60295e-05	427.144	647.067	0.580525	170.522
0.225238	146.121	98.4196	1.50487	318.194
3.72431	837.198	597.619	1.55291	737.982
0.00142328	925.632	849.519	-0.709109	630.517
0.00348235	156.676	857.09	-1.44074	177.001
0.0514394	580.544	685.893	-1.50121	627.39
0.000466243	264.386	155.826	-1.42556	69.565
0.00354882	807.302	829.093	-1.22667	696.272
4.43591	526.16	150.654	-0.752425	794.533
0.000371433	199.074	929.508	0.426841	240.272
0.892272	577.127	284.29	-1.44418	630.545
0.000821856	183.809	491.687	0.184162	315.271
0.0470998	398.776	254.331	-0.731345	600.418
0.311135	890.225	372.191	1.49861	290.067
2.11431e-07	478.017	697.299	-1.0311	24.2299
0.428162	576.392	118.091	-0.574845	282.048
0.00190238	218.745	785.325	-1.21282	577.939
0.0584145	764.833	391.991	-0.461399	750.065
0.000907046	626.281	687.218	-0.377131	394.041
0.000306101	228.905	534.735	0.907887	938.637
2.97185e-05	739.066	360.996	0.271158	57.1391
0.00286816	683.187	577.93	0.625843	563.772
0.458801	325.229	187.098	-1.00809	871.131
0.843338	255.189	116.288	1.22739	496.64
7.91579e-10	851.613	729.008	-0.265522	5.63325
0.046919	170.999	195.843	0.581006	768.845
0.00561239	833.061	53.1243	0.863171	65.8305
0.00727185	537.859	607.947	-1.3545	564.182
0.418251	918.943	246.649	-0.604146	655.508
1.52016e-09	774.579	840.117	0.531033	7.89949
0.440281	77.2149	359.856	-1.2224	848.3
7.79928e-09	426.144	55.6033	-0.759555	2.58645
0.0183001	734.611	448.089	-0.601242	674.034
29.3685	593.933	102.609	1.24131	993.565
0.0483261	105.733	260.261	-0.0803073	670.208
0.50218	818.207	228.606	0.326697	543.745
0.000126514	425.255	876.732	1.00234	911.773
0.028681	766.85	352.614	-0.873247	488.601
0.0114175	662.47	351.07	1.02648	333.601
4.71849e-06	356.674	732.805	-1.26148	85.8794
0.000219964	230.894	410.574	-1.25215	407.672
0.00131771	463.182	649.784	0.959328	996.553
0.00542379	860.045	790.78	0.0660263	280.521
0.0364431	69.3859	83.0235	0.796752	125.883
21.5398	909.756	104.683	-0.193241	573.097
7.87093e-05	407.296	944.115	0.791002	660.866
0.00025181	345.185	647.138	-1.32727	578.944
4.45138e-05	429.943	574.751	0.530086	176.802
0.00709381	935.324	740.037	0.386895	770.389
0.000627089	439.822	687.485	-0.179746	429.087
28.8088	528.265	129.929	-0.524063	963.838
0.000438608	162.952	643.522	0.166334	87.7128
0.0245743	698.205	636.765	-1.317	991.444
0.0495833	630.88	419.983	-1.20253	832.738
0.011507	117.121	383.647	1.48725	195.546
0.244365	908.398	421.067	-0.0102481	642.496
9.99004e-05	211.105	543.566	1.37435	120.77
0.0017236	281.051	359.651	0.3523	380.874
3.86777	439.579	78.9132	0.905184	945.381
0.0215434	672.435	349.259	0.18337	341.733
0.0520708	936.024	474.553	-0.277017	639.516
0.00291593	844.537	701.408	0.408074	529.517
8.89534e-05	135.055	270.894	1.43696	603.697
0.0192219	641.961	566.624	-1.41912	454.682
0.00115978	160.189	379.404	1.0579	985.764
0.0164791	689.054	404.785	-0.379644	449.431
0.000217458	433.698	507.523	-1.12178	168.117
0.129619	806.782	356.405	-1.20032	701.594
5.89017	780.958	102.916	1.02209	530.219
3.97274	754.324	102.68	0.612593	455.779
2.00119	323.574	145.875	1.18466	652.74
0.0161454	662.499	870.008	1.45049	925.444
0.0276771	299.411	272.592	0.951861	798.646
0.0653302	627.377	364.484	1.53053	182.96
0.000377414	822.007	798.265	-1.3576	130.981
0.000102281	204.67	693.984	0.624092	186.603
0.0317046	746.9	931.306	1.52063	524.471
0.105253	83.986	348.276	0.178804	679.347
0.00625088	444.152	373.436	-0.497209	434.569
0.139504	293.443	141.695	-1.19852	304.135
8.82196	364.287	143.267	0.14959	921.566
0.0966474	457.751	648.42	1.5417	535.266
6.99219e-05	496.685	269.949	-0.594255	59.5413
2.0468e-08	913.933	530.143	0.528328	10.488
0.0196268	511.449	348.106	0.735945	652.551
0.00167925	646.383	702.66	0.158597	291.883
0.0056607	126.095	226.09	-1.25477	892.324
0.0157372	317.785	176.524	-0.455398	219.875
0.00103496	269.791	443.713	0.461017	902.756
0.00367371	142.133	676.476	0.619739	637.847
1.16933e-05	896.425	65.8484	0.310032	9.1037
8.60136e-05	545.991	877.156	1.25789	267.592
0.00385084	275.262	883.248	-1.37029	635.023
0.0184401	635.908	505.869	1.29729	614.691
7.73517e-07	681.959	259.364	0.740029	14.519
0.00245168	385.888	943.933	1.5699	91.5102
0.0493733	437.646	305.551	0.36889	646.815
0.0325324	932.027	340.522	0.103947	315.375
0.000593432	356.37	408.769	1.32105	132.642
0.00498699	335.925	460.003	1.22997	821.081
0.00600139	393.251	562.676	0.213582	955.379
0.0611569	118.545	495.011	-1.46901	481.443
0.000982247	704.375	822.702	0.874421	768.189
0.0889565	816.635	432.062	-1.25572	778.274
5.41171	687.613	79.1634	-0.683188	717.996
0.000155503	369.685	902.656	0.592155	815.806
0.00192488	361.425	436.904	0.614549	609.383
0.00921243	846.907	538.218	0.514348	587.543
0.000272857	150.894	691.368	-0.732487	232.475
0.11363	236.379	110.478	-0.979345	299.941
0.0334549	883.179	720.188	1.36399	966.635
4.3521e-07	202.25	726.959	0.872017	35.4288
1.00528e-05	756.123	838.155	1.18634	61.046
0.879162	790.811	207.595	-1.13164	566.548
0.0234287	594.499	430.28	-1.03939	835.568
92.736	918.498	108.123	-0.0299983	833.041
21.3274	749.491	100.881	-1.32858	757.536
0.0254811	161.358	258.771	1.52147	266.101
0.0223778	928.959	907.64	-1.41533	918.552
0.0015143	684.599	848.448	-1.11279	827.231
4.21566e-07	736.603	580.574	-0.0323869	24.3893
0.0334306	738.169	468.393	0.270228	629.848
0.0158404	848.673	579.238	-0.409565	755.413
0.00663542	637.36	605.639	1.10713	860.223
2.17432	656.519	225.391	-0.220431	929.583
0.00536157	434.162	349.344	0.935068	414.72
4.29826e-05	306.984	656.767	-0.303264	847.281
0.45515	555.215	565.402	1.54141	549.707
0.231426	195.976	148.834	-0.552159	480.858
0.0137667	567.227	648.884	1.34092	910.348
0.0416276	278.121	190.888	-0.119032	297.163
0.107007	746.526	269.632	1.27577	315.208
0.000282646	445.023	725.054	-0.163903	336.59
0.555268	124.397	133.338	1.14907	246.224
0.000291543	740.105	786.637	-0.414059	269.96
3.68648e-06	402.039	805.268	-0.539936	359.49
0.0492299	904.102	556.37	0.167601	652.723
0.00695969	255.254	748.972	0.0744543	480.697
2.60319	889.86	320.299	-0.0580324	985.825
0.000197086	539.931	701.19	0.650611	388.231
0.0156635	476.243	410.354	1.51828	155.769
7.00292	493.692	156.446	0.176768	849.195
0.261729	893.083	304.985	-0.754692	924.544
0.00120187	160.253	266.254	-0.540629	588.319
0.335689	772.624	375.295	-1.34615	881.38
0.0288888	174.267	572.914	-1.47348	595.611
0.0040406	843.214	860.109	-1.34695	512.99
0.0013114	611.299	889.946	-0.233368	778.57
0.0265442	350.3	282.239	-1.26522	409.59
0.000672731	388.684	570.204	1.02622	653.882
2.72586e-05	825.188	656.904	-0.587244	87.3449
0.862268	873.158	520.024	1.51998	641.346
6.12425e-06	845.318	635.482	0.683409	56.2748
0.566537	258.397	284.913	-1.50243	748.763
4.70982e-05	195.022	834.227	-1.21611	93.9213
0.000413616	774.172	902.855	0.894728	539.079
0.000332359	235.094	532.045	-1.13631	882.188
2.96513	152.249	96.2519	0.257534	964.995
0.392577	703.156	532.433	1.49204	895.155
0.251697	102.457	62.6757	0.440921	958.795
1.09513	648.158	145.757	1.3885	358.528
11.1481	380.67	101.074	1.24461	963.771
1.20883e-08	885.3	542.921	0.0896799	10.0636
0.0313748	495.776	225.875	0.731198	314.033
0.00144784	707.92	802.408	0.631355	871.179
0.159675	848.66	210.193	1.08269	283.659
0.00347521	692.626	750.484	0.355407	819.742
0.000552644	763.16	600.228	0.855502	254.226
0.0307409	695.985	660.22	-0.135026	714.573
0.0343531	711.294	376.038	-1.30322	353.839
0.00101528	868.959	884.358	0.51171	614.104
0.000307679	160.233	290.011	-0.29763	396.234
6.60451e-05	142.42	400.253	1.11056	107.122
0.891126	560.446	515.927	1.53966	698.437
0.000142348	316.411	821.028	-0.687407	603.615
4.98628e-06	471.256	741.015	-1.29304	54.453
4.5668e-05	451.234	858.762	-0.987014	545.887
8.97088e-05	284.8	846.242	-1.00347	271.725
0.419747	780.6	265.189	-1.03408	843.625
0.00374511	505.2	664.1	1.36427	576.529
0.0189737	114.353	487.308	0.340758	787.975
0.067516	53.2347	231.597	0.43563	598.957
0.0193422	102.625	926.027	-0.629554	919.937
0.00428622	717.042	890.107	0.0833618	388.631
0.000842275	798.869	935.019	-0.983402	712.646
0.324722	831.261	239.926	-1.27874	368.192
1.16739e-05	455.114	805.922	0.565001	264.544
0.10057	520.021	411.68	1.43227	614.49
1.30977	848.988	196.634	0.294521	564.807
0.0429309	378.231	187.044	1.22949	233.182
0.000466609	163.071	571.086	-0.241357	191.774
0.00346414	511.193	645.861	1.15231	949.759
1.4081e-05	630.879	429.193	-0.488478	54.7115
0.0562765	619.119	681.157	0.0423775	438.04
0.000136437	537.079	776.695	-1.31167	194.141
7.20534e-06	238.376	592.482	-1.37148	39.3478
0.00255443	739.117	850.647	-1.26584	657.537
0.0120099	87.691	211.455	-1.16117	988.44
0.00873513	732.541	502.942	-1.04454	554.007
2.59164e-05	198.803	129.263	-0.720005	35.2706
3.49631	508.456	97.5251	0.976275	615.713
0.00339257	728.683	515.824	-1.12548	324.923
0.00220266	342.519	286.355	-0.643113	225.006
12.6647	828.837	64.3369	0.107842	359.377
0.00861991	864.984	607.844	0.411736	631.766
0.734665	769.298	333.506	1.4056	761.685
0.00520018	786.448	184.311	0.180953	115.815
0.0378456	263.574	449.368	1.51931	828.586
2.84569	496.893	156.755	0.775031	794.575
7.88918	622.579	151.412	-0.783389	888.561
0.00146869	387.767	864.2	1.44897	546.384
1.85299	878.536	164.25	-0.814705	496.052
0.00681714	722.094	619.859	1.02458	871.859
0.0188494	903.365	849.632	0.144488	773.777
0.000619011	83.9435	888.805	0.837105	104.487
0.000998464	388.172	539.997	-0.706796	750.321
3.00597e-07	646.752	869.152	1.1696	22.698
0.0233503	70.5641	651.978	-0.630654	123.811
0.000207754	566.178	730.421	-0.319985	261.216
0.127711	844.672	509.493	-0.0184506	639.178
0.119794	179.352	134.43	0.40759	320.941
0.0282813	934.063	301.391	-1.28206	176.556
0.0248815	240.195	597.594	-1.50794	858.508
0.000196378	187.59	335.072	0.273554	295.731
5.64283e-05	254.224	574.074	0.992541	459.911
3.1008e-05	276.052	388.102	-0.786139	116.077
0.000345611	168.523	308.054	1.02008	648.262
0.0856065	767.547	625.179	-1.52474	319.508
0.00808751	709.609	788.12	1.38544	644.757
2.0235e-07	139.51	852.146	0.676043	33.8741
3.20627	499.74	77.202	-0.594441	735.463
0.0142438	362.274	371.506	0.479374	897.961
0.0123226	895.58	575.345	0.23212	469.057
0.0351013	913.447	474.404	-0.971688	823.827
4.14031e-06	732.458	350.806	-1.28467	16.3869
6.66032e-05	925.986	725.126	0.174552	106.633
0.00193183	563.245	526.521	0.647849	497.064
0.12812	428.667	190.945	0.533217	421.987
0.0115124	218.147	840.533	1.32089	980.531
3.79581	262.039	87.4102	0.106189	573.469
8.13249e-06	612.756	888.204	-1.0206	108.579
0.00584501	412.608	393.113	0.265998	366.468
0.00182879	693.919	753.338	-1.06442	676.072
0.179434	528.463	241.976	0.593079	717.03
0.00122777	718.497	784.767	-1.25067	395.605
0.00571236	925.712	726.924	-1.0571	771.855
3.28796e-05	617.458	641.309	-1.06863	84.8841
0.00200785	678.719	771.199	1.15016	693.952
7.26333e-06	709.403	416.366	-0.553357	42.1978
0.0175053	759.478	575.85	-1.1449	908.622
2.88964	379.188	62.1487	0.0118592	297.456
3.16674e-05	254.125	578.802	1.24844	193.365
0.00604687	413.569	743.824	1.47523	999.29
0.00172209	520.749	245.357	-0.386483	133.962
0.258522	836.666	257.421	-1.08837	537.286
0.0051153	78.6202	104.818	0.228237	20.6502
0.00024153	471.184	774.538	0.830857	896.615
0.196676	400.388	227.111	-0.765634	900.138
0.00119538	239.26	907.361	0.801372	760.306
0.0064773	536.163	636.588	-0.197626	652.823
0.00499785	430.412	535.792	1.39533	407.267
0.00217252	731.149	822.153	1.40032	321.804
0.00658412	129.574	157.07	0.41125	100.198
0.0221489	211.888	140.06	-1.19313	204.352
0.00526035	864.597	756.251	0.464508	884.801
0.0105289	933.362	647.793	-0.645824	904.245
2.97508e-06	605.155	681.789	-0.968233	50.4627
1.43422	368.377	82.012	-1.0775	629.267
0.000117829	567.804	430.062	0.868437	102.065
0.000245682	302.216	789.317	-0.527256	722.444
4.01495	896.388	199.966	-0.412631	963.111
0.00251324	290.026	386.202	-1.19284	489.383
0.0019961	192.453	655.081	-1.03106	768.396
0.00061446	352.875	514.169	-1.13162	466.765
0.00310722	245.958	914.443	1.42429	332.265
0.00235003	946.455	240.397	0.224569	111.276
1.3481	620.46	113.073	0.224304	348.567
0.00911599	852.39	829.978	1.30088	903.664
0.0077654	79.944	744.449	1.04293	283.456
0.00301967	180.651	698.401	-0.628423	952.33
2.08173e-05	403.483	894.201	-0.617483	472.298
6.27268e-05	458.37	747.356	0.720322	443.8
0.00134996	711.799	763.734	0.538705	682.969
0.0254119	54.1309	581.785	0.726941	243.715
0.0438709	644.858	235.722	0.434903	303.488
0.0427488	115.7	801.731	0.164928	552.965
0.0252382	596.18	353.08	-1.23694	385.089
0.00374311	101.481	840.207	0.79179	406.831
1.14832e-05	784.408	498.854	-0.157206	56.4279
1.94775e-05	296.21	825.707	-0.723342	180.066
36.8724	639.441	215.767	-1.54284	941.287
11.8878	747.552	88.7733	0.501161	740.551
0.000368817	274.496	815.428	-0.201026	298.66
0.0659838	667.159	385.685	-0.557823	988.521
0.000359708	688.765	801.453	-0.651571	429.282
0.000386546	691.66	140.105	0.838617	45.5883
0.00301928	588.959	406.531	0.0909952	217.683
0.000680024	282.238	715.951	1.16996	798.919
0.0359978	881.718	609.439	1.2974	881.427
0.000343087	648.212	833.413	0.625772	572.928
0.0289375	698.841	161.339	1.301	136.066
0.00022446	497.024	648.743	-0.293216	237.323
0.000468091	500.197	719.508	-0.92227	699.566
1.26307	809.613	221.245	-0.901089	973.399
0.0320872	577.776	536.771	-0.179519	742.397
0.0151869	302.722	226.918	1.08215	315.952
0.0818029	786.357	346.943	-0.926977	757.679
19.8402	230.356	85.3918	-0.0538646	904.219
0.00162672	196.731	620.181	1.32365	397.577
0.243556	318.924	74.5362	0.501801	328.669
0.00188059	744.044	805.58	0.939407	866.294
0.000933394	76.8249	728.902	0.361832	13.1846
7.23902e-06	315.673	385.969	0.365125	58.9738
0.139173	562.887	246.307	0.238745	461.222
0.00278578	543.25	666.547	-0.351707	781.148
0.172784	701.939	291.089	0.780533	871.032
0.00190942	861.27	948.002	1.21709	670.112
0.40922	72.5379	421.97	-0.941803	547.592
1.12818	277.55	60.2906	0.930547	999.238
0.00500916	739.193	472.468	-0.682862	411.966
0.522102	808.437	373.589	-1.37928	898.962
0.0305925	569.896	426.098	-0.274632	637.32
0.0108275	142.645	654.379	-1.17584	800.829
0.0226787	895.468	539.556	1.02829	874.294
0.0997698	537.557	285.679	1.07072	715.012
0.00118159	657.649	86.2446	0.209772	41.9936
0.016563	96.5352	746.917	1.3446	363.612
0.0255097	269.385	148.548	0.997379	211.426
0.0180829	472.137	513.856	-1.29915	878.559
0.637109	889.954	319.712	-1.42407	499.551
0.13924	924.091	91.9299	-1.45701	173.248
0.0162931	581.486	570.437	1.29001	863.673
0.00411567	806.116	763.229	-1.15526	751.69
39.7864	799.473	105.815	0.0480514	699.343
0.00366947	802.732	638.538	1.2078	443.851
0.0238412	737.086	572.331	-1.31906	702.227
0.000175205	136.186	649.084	-0.840469	167.432
0.106164	918.796	456.435	-1.47955	279.894
8.26897e-06	498.364	885.921	1.37144	66.1997
0.00959134	506.358	588.744	-1.29207	847.316
4.50224e-06	401.973	878.031	-0.480054	221.771
0.191638	933.846	325.205	-0.867616	862.627
4.06678e-05	913.743	779.191	1.00035	109.175
9.74196	401.522	108.634	0.701024	898.652
3.58478	707.717	261.308	-0.0429078	955.658
0.00235918	667.743	572.586	0.616147	515.871
0.00492077	508.507	481.847	-0.990973	633.035
0.0709964	120.592	494.85	-1.51891	274.013
0.0531177	422.881	253.58	-0.0957668	364.347
0.000775378	528.785	771.466	-0.325582	693.652
0.0700267	600.657	152.001	-0.0260834	215.57
0.0296759	210.635	203.408	-1.56319	215.625
0.982396	414.717	53.7337	1.28579	489.274
0.288398	576.32	264.266	-1.28296	605.801
0.00329906	696.113	544.524	-1.27469	276.909
0.000464604	89.374	477.032	0.930977	111.659
0.000525132	680.613	913.281	-0.131754	266.59
30.3592	734.747	112.289	-0.839861	854.571
0.00206494	214.29	895.282	-0.400018	724.637
0.00129487	148.69	827.468	-0.436593	375.716
0.0126709	831.201	838.143	0.0467971	271.038
0.0216747	152.409	844.432	-0.148279	606.911
0.000398849	438.956	642.041	1.04204	547.506
0.0605904	169.073	854.498	-0.0756428	628.402
0.0044137	817.779	759.568	1.0461	934.049
6.20234e-06	821.857	761.008	0.357881	66.5823
0.971181	706.29	375.51	-1.44462	986.601
0.000158911	252.978	654.35	1.06458	401.79
0.000130371	542.492	914.252	-1.27696	354.409
6.65777	808.684	134.049	0.505801	546.787
1.50681	726.089	158.651	-0.706369	493.2
0.0362296	63.1484	666.555	1.20484	751.327
0.000463873	476.123	753.93	1.15515	716.781
0.00445251	564.939	471.381	-0.53065	482.132
0.000660156	796.891	745.199	-0.624029	371.881
0.00107926	449.549	494.595	-1.39672	141.092
0.00533883	458.847	675.749	1.54302	149.794
1.55673	759.797	180.366	-0.636936	652.506
0.0416267	289.017	341.142	0.125268	572.84
