Omega	Omega_uncer	MA1	MS1	alpha	svev
0.897491	0.0131404	587.542	214.157	-0.574552	996.392
0.0149423	0.000501564	522.92	319.993	1.20729	306.722
3.10141	0.220692	203.431	99.8166	1.20402	955.597
3.26411	0.11397	419.9	115.939	0.0339325	534.463
0.553463	0.020384	486.454	212.36	-0.320039	710.82
12.19	0.0663224	872.516	71.6236	0.963355	912.397
0.00288728	0.000184082	751.741	567.813	-0.86352	457.853
0.0369516	0.000871103	187.741	833.566	0.120975	874.366
3.83746e-06	1.78247e-06	97.7227	195.485	0.786384	855.766
0.00366726	0.000155919	465.478	581.144	0.246588	634.972
0.000117265	1.89043e-05	630.96	946.167	0.415069	462.282
0.00347543	0.000102763	112.107	818.107	-1.39326	143.779
0.0822921	0.00116645	80.4673	380.254	0.16951	455.185
0.000211863	1.38185e-05	401.877	786.121	1.40668	361.242
0.0352724	0.00193459	403.934	92.4194	-1.03457	173.719
0.0680732	0.00566481	875.985	558.335	0.145474	709.486
0.00340856	0.000174409	703.82	888.104	1.47902	297.323
1.21121	0.0140499	519.248	59.9197	-0.979836	549.728
0.00578088	8.81051e-06	56.0871	916.836	-1.04647	820.409
0.00180796	0.000132044	784.943	660.244	-1.33276	224.185
0.0203708	0.000414204	90.4976	941.297	1.10099	630.098
0.00447177	0.000209067	777.418	923.997	-0.201149	798.417
0.0625213	0.00162769	66.4159	334.269	-0.937757	607.053
24.003	0.187313	842.604	89.9856	1.36974	748.061
0.0967083	0.00260773	928.09	460.459	0.336584	906.881
2.45495	0.0319408	470.378	603.928	-0.00929537	795.451
0.00625702	0.000250546	570.764	848.613	-0.0821515	664.275
0.365382	0.0135592	558.856	211.414	-0.329146	550.072
0.074115	0.00707812	202.71	89.5104	0.34681	246.44
0.00256683	0.000174618	63.5069	637.723	1.50143	47.319
0.0022299	0.000137227	921.992	884.509	-1.46635	180.244
0.00476485	0.000239002	924.494	838.432	1.09815	969.279
0.0962781	0.00235785	348.891	276.743	1.40528	457.233
2.44299	0.0354739	830.671	147.465	0.939927	444.912
0.00161212	0.000218608	946.078	790.394	-0.169526	273.765
0.338717	7.84543e-05	51.8072	128.258	0.191757	841.427
0.000353427	2.54398e-05	167.768	246.017	-1.03143	172.26
0.00443623	0.000277997	833.74	346.127	-1.11256	150.457
0.00818472	0.000746126	280.635	183.522	1.0672	179.93
0.0876742	5.99379e-05	71.9541	181.349	-0.85476	689.564
3.27114e-05	3.39384e-06	408.091	607.634	-0.450836	176.062
0.000662649	9.54771e-05	705.099	435.849	-0.737361	156.527
1.17934e-05	9.80253e-07	276.242	547.337	0.702241	711.618
0.0017479	0.000130328	625.595	460.4	-0.774754	285.284
0.00146123	0.000116839	656.417	567.213	0.8495	425.649
50.3783	0.537584	863.339	135.837	0.140172	916.35
0.353492	0.0408766	269.359	116.216	-1.06823	384.935
2.35902e-05	7.68786e-07	247.564	556.817	-0.728454	388.505
0.00160432	4.83691e-05	214.451	752.272	0.368806	624.995
0.00145133	3.77119e-05	238.121	584.613	1.28997	882.803
0.0209406	0.000493163	181.951	876.839	-0.124397	634.507
0.60525	0.0126756	387.239	174.979	0.899005	714.077
0.0745783	0.00163756	692.191	475.549	-1.41841	557.01
0.000117746	1.62776e-05	561.387	929.699	0.368371	593.531
3.18345e-05	8.07838e-07	95.9151	198.609	0.979987	777.45
1.23774e-05	8.79155e-06	705.425	684.217	-0.720894	80.9853
0.00178392	9.19684e-05	486.489	743.551	1.29111	888.039
0.00306712	0.000128472	378.164	460.153	0.609503	821.763
0.000144903	6.40247e-06	386.992	831.385	0.0353079	155.26
0.00228176	4.83558e-06	56.3634	818.571	0.782714	298.104
0.00428534	0.000171438	344.12	401.698	0.693087	797.854
0.275906	0.0144961	381.398	153.59	1.24095	338.535
0.000489355	1.49801e-05	302.199	758.311	-0.253726	707.24
0.5646	0.00946754	492.528	569.926	-1.54418	690.079
0.00522551	0.000186859	363.478	716.926	1.49755	919.525
0.000910103	2.90606e-05	227.08	792.6	0.668957	671.026
0.00149526	0.000274538	673.984	519.418	0.223654	224.95
0.131691	0.00789353	387.989	156.19	0.629532	321.017
0.000128428	1.44491e-05	507.888	732.988	0.635681	421.582
0.145921	0.00284304	836.578	323.868	1.18433	597.754
0.000983123	3.13628e-05	132.179	937.391	-1.08637	296.925
0.0456737	0.00188641	557.317	123.902	0.260778	163.506
0.574411	0.00876618	790.828	257.352	1.29432	560.134
0.497896	0.00743947	99.9511	814.194	-1.50829	625.305
5.09941e-05	2.94788e-06	383.613	870.284	0.781682	591.498
0.0876202	0.000359769	76.4738	833.185	0.773536	449.754
6.97532	0.0605495	616.173	91.327	0.119946	449.119
0.012238	0.000592937	365.195	690.247	0.00960354	415.749
0.00531038	0.000224841	677.638	787.93	-0.183696	657.596
6.70495e-07	3.07132e-06	861.832	575.807	-0.750648	25.5114
6.23202e-05	1.93902e-05	783.159	768.188	0.707417	173.883
0.0749641	0.00163966	632.382	352.549	1.16277	745.331
2.20268	0.239147	272.832	111.328	-1.51496	619.32
0.570685	0.00983269	894.513	241.308	-0.700554	764.232
0.160033	0.00446879	282.635	257.316	0.211835	815.372
1.20002e-05	1.15203e-05	897.563	704.966	0.341491	71.4156
0.000584365	6.29768e-05	542.895	117.287	0.437033	51.1773
48.3797	0.574716	643.094	115.906	-0.158032	900.273
0.00112681	0.000305272	834.094	877.955	-0.0828935	175.7
0.0068896	0.0001919	280.504	916.407	0.0575104	344.392
44.9563	0.105991	77.7354	320.067	0.0116443	536.542
0.0626214	0.00138012	511.374	586.31	1.47393	780.933
0.00316883	0.000206418	793.626	596.372	0.851751	537.058
0.000629783	3.58016e-05	351.338	437.043	0.841908	380.441
0.0218721	0.000674223	504.331	326.546	1.2016	407.693
0.000478384	2.80171e-05	392.452	506.347	-1.05619	332.846
4.10071e-05	3.49435e-06	434.302	933.04	-0.780005	637.782
0.15575	0.00298544	899.447	325.491	0.575281	770.253
0.000694482	5.44173e-05	595.557	920.784	1.49115	187.637
0.0235816	0.000657089	557.094	482.366	-1.19753	943.869
0.00105446	4.9238e-06	128.738	292.779	-0.346553	890.044
0.000417163	8.98374e-05	679.822	558.298	-0.24408	158.519
0.00117484	0.000109812	834.844	623.27	-0.927982	305.484
0.052604	0.00160214	179.617	55.2549	-0.777385	369.051
0.224042	0.00865955	938.295	296.861	0.223122	504.763
0.00643994	0.000286817	572.352	446.868	1.35348	254.886
9.95391e-05	8.27633e-06	417.651	814.356	-0.984682	905.567
0.151064	0.00886578	346.722	225.781	1.48264	306.073
0.00230825	0.000109887	468.56	517.374	-0.260192	362.266
0.0512391	0.00146437	125.672	179.846	-1.05284	839.646
0.00781183	0.0003042	753.116	714.113	1.43297	370.114
0.000926922	7.67749e-05	719.368	691.652	1.33599	209.471
0.00164696	0.000141552	938.514	725.379	0.724879	496.785
0.00120641	2.91308e-05	222.247	560.33	0.212461	661.899
10.0851	0.179038	424.686	103.616	0.313803	754.44
0.000379604	1.51014e-05	279.397	890.108	0.772862	572.254
0.0502414	0.00151678	457.482	52.4058	0.691002	164.025
0.0606583	0.00170409	182.252	278.875	0.11573	884.937
0.0116565	0.00048022	942.988	681.482	1.34519	493.474
0.0156656	0.000507918	423.135	364.755	0.741261	853.593
0.0967451	0.00320992	140.134	165.423	-0.308406	467.22
0.00342532	0.000166921	675.753	701.289	-0.654916	969.49
0.0574066	0.00138023	754.905	466.922	-1.2202	891.529
10.3406	0.291294	407.03	68.7169	-1.45106	857.751
0.418135	0.00401311	71.1226	628.6	1.09785	758.308
0.000621607	5.99503e-05	857.475	841.337	-1.03542	386.909
9.39423e-06	3.37943e-06	572.819	906.844	1.22335	99.5042
2.91975	0.212049	321.599	132.836	1.55667	625.728
0.000835896	3.82393e-05	248.26	380.116	-0.308112	397.938
0.0184097	0.00042414	131.405	576.391	1.30555	693.765
0.000168718	7.51746e-06	93.3129	846.299	1.17394	28.1414
0.0546991	0.00259598	865.016	652.872	-0.173336	911.879
5.67999e-05	3.61442e-06	331.471	662.521	1.34788	294.989
0.0016071	0.000163856	553.857	228.256	-0.91125	100.36
4.66962e-05	2.27711e-06	185.1	702.227	-1.12861	100.244
0.000302243	0.000170209	785.063	530.231	-0.15115	137.119
0.260691	0.00462215	860.347	542.544	-1.45448	853.958
1.52909	0.0637088	168.935	931.787	1.542	952.642
0.0041897	0.000214154	828.086	748.673	-1.00444	864.648
3.21585e-05	4.01118e-06	451.544	877.445	0.848589	625.475
0.000554214	4.85795e-05	589.966	768.755	0.813378	699.458
74.2877	0.46822	947.011	111.37	-1.06876	968.877
0.00601944	0.000310998	763.597	443.129	-1.10964	301.254
0.038086	0.00157263	923.36	457.241	0.344391	599.079
0.0143532	0.000570955	949.784	589.319	1.16486	647.002
0.0027679	0.000147137	571.106	703.519	-1.15639	861.759
5.28214e-05	8.08468e-06	502.192	893.558	-0.177352	312.873
0.00117539	8.85912e-05	821.003	871.537	1.40931	214.448
0.0293226	0.00145505	690.292	658.714	-0.136245	707.795
0.000448862	4.73122e-05	720.084	875.291	0.653814	616.819
0.0442458	0.00118346	368.42	458.225	0.11757	855.051
8.59914e-05	2.95148e-05	865.466	764.326	-0.552289	147.9
0.0511195	0.0030949	403.645	100.946	1.27496	195.791
0.000254813	3.96601e-05	754.465	364.936	1.48266	38.7061
4.67461e-06	3.95177e-07	308.494	616.238	-0.674893	416.077
2.75945e-05	5.44638e-06	537.776	897.146	-1.11877	234.537
0.142167	0.00322295	605.86	245.257	-0.774689	600.917
0.00640135	0.000182894	170.549	784.787	-0.433039	961.563
27.1293	1.19329	293.012	91.967	-0.0385046	899.684
6.62959	0.042881	806.293	56.2378	-1.01761	812.132
0.000927653	3.96675e-05	107.184	157.697	-0.837977	82.8378
0.000127758	1.34131e-05	472.634	608.631	1.08786	206.004
4.96609e-05	3.89074e-06	274.869	378.701	0.806788	132.321
0.000980134	4.7378e-05	325.847	501.09	0.916804	900.793
0.00055349	6.37821e-05	696.347	56.0849	1.33241	46.1915
0.131709	0.00278122	790.872	217.275	1.10618	286.991
0.0741674	0.00540506	259.242	186.615	-1.27799	340.51
6.69472e-05	4.49437e-06	192.853	366.089	-1.34204	270.021
0.000601209	3.8807e-05	473.786	510.159	-0.872536	306.774
0.000216692	4.67882e-05	168.79	229.993	1.38377	69.4719
0.00468428	0.000202864	558.694	588.172	-0.371197	697.578
0.000133392	8.86789e-06	139.262	247.018	1.16777	174.498
5.23826	0.65375	253.103	123.897	0.996963	796.035
2.11101	0.129071	291.172	58.37	-1.4173	669.78
0.0968419	0.000775104	194.985	420.219	0.00144468	142.923
0.00068798	6.31659e-05	736.308	841.42	-0.566052	573.703
0.000286739	1.87951e-05	401.579	599.561	-0.837428	542.541
0.00146297	0.000285117	779.555	834.062	0.0711041	174.731
24.0634	0.478481	472.234	120.335	-0.390084	904.573
0.218132	0.0106714	317.352	89.0373	0.214661	248.297
0.407256	0.081557	162.935	99.6095	0.0714024	386.286
0.0147268	0.000330855	107.979	692.288	-0.334731	572.017
0.00212625	6.15525e-05	162.507	470.469	-0.862316	894.018
2.05056	0.118612	361.889	128.678	1.2176	545.791
0.000975559	0.000106017	678.239	315.424	0.745144	121.89
0.567829	0.284563	199.487	197.868	0.0272056	260.56
0.813254	0.0373026	268.202	168.833	0.424885	884.608
0.000714317	2.14481e-05	207.87	580.321	0.124109	204.37
5.48983e-06	4.33989e-06	629.931	620.44	-0.625509	63.171
0.000303989	1.82385e-05	362.728	579.432	0.655929	694.652
0.442495	0.00679641	99.9006	481.677	-0.086446	934.371
0.00413706	0.000188625	560.355	482.961	-0.307913	360.696
0.000698379	0.00010763	748.385	409.095	-0.737947	140.036
0.0152323	0.000459026	556.963	642.431	1.38883	773.99
0.00124134	9.01626e-05	761.263	752.809	0.960507	577.747
0.0244055	0.000730894	383.13	416.73	1.46305	345.899
0.299072	0.00429207	87.1695	914.85	-1.52521	267.332
0.00304656	0.000139909	544.282	641.845	-0.349425	723.577
0.0207686	0.000638547	173.522	249.183	0.328758	861.397
1.64851e-07	1.09072e-06	682.144	181.229	0.64185	7.62855
0.0491821	0.00116038	540.324	718.858	-0.067967	969.442
0.000155081	9.2297e-06	411.289	947.993	-1.2312	421.025
0.292143	0.0050572	750.802	283.172	-0.968476	913.922
0.00118236	0.000107669	649.902	431.624	-1.10329	158.271
2.72638e-06	2.92187e-07	396.474	847.962	0.653002	164.161
1.97414e-05	4.38201e-06	539.807	912.101	1.36399	97.5349
0.000267225	8.08332e-06	211.284	540.91	0.570124	539.281
0.0215626	0.000675427	672.139	369.675	1.19879	386.398
0.00100417	3.55343e-05	138.533	752.357	-0.82916	360.591
0.0666829	0.00523353	750.35	282.203	-0.00062146	344.823
0.00107664	6.84708e-05	515.375	814.06	0.178552	691.835
0.000454192	1.73788e-05	295.684	832.075	-0.993873	705.942
0.000832643	6.96974e-05	730.036	939.316	0.496223	891.606
2.70082	0.036916	901.417	167.851	-0.628867	592.534
0.106997	0.00216047	658.761	380.376	-1.1774	981.32
1.18785e-08	8.93117e-07	700.052	380.084	-0.415739	7.80157
0.00264211	7.61495e-05	182.441	903.113	1.00735	604.132
0.117997	0.0141666	235.315	60.7811	1.33619	321.132
0.29269	0.00550665	824.841	219.025	0.700541	482.675
0.0311573	0.000679114	101.099	768.314	-1.15009	906.723
0.0472991	0.00118727	757.63	395.595	0.981348	792.077
0.00792593	0.000519695	513.446	134.15	0.72971	113.086
0.000146342	1.40882e-05	464.526	827.874	-0.969682	857.639
0.075384	0.00271566	257.958	196.469	-0.996311	559.448
7.77786e-09	1.30596e-09	149.581	341.571	-0.382581	4.51128
5.85954e-06	3.86392e-07	352.352	757.131	-0.576319	304.24
1.11769e-06	4.58291e-06	926.155	901.553	-0.952278	40.5015
1.0126	0.0203316	719.867	160.398	-1.47566	331.465
0.00102473	7.36275e-05	505.993	909.368	0.0959842	842.813
0.125186	0.00299563	93.5182	158.291	-1.50294	263.564
0.00118611	0.000456071	936.165	744.752	0.0280805	213.727
0.00455258	0.00024899	891.22	675.786	-0.893177	692.111
0.940658	0.0160229	67.3564	857.711	-1.42837	594.32
0.00720904	0.000522959	664.842	411.286	-0.454805	362.526
5.3184e-05	2.44792e-06	362.839	844.617	0.492173	552.559
0.0312847	2.71054e-05	55.0151	526.642	-1.2821	687.259
0.00586376	0.000249146	486.01	846.748	0.0384258	622.826
0.0422496	3.3605e-05	55.039	722.093	0.103073	534.296
0.000154694	2.06121e-05	516.844	710.195	1.54009	42.7058
4.90765e-05	5.68024e-06	435.981	769.851	-0.146382	206.714
0.00284422	0.000150246	677.562	824.565	-0.162882	499.242
0.0069557	0.000252268	285.851	369.946	-0.375582	803.581
9.78413e-06	5.91169e-07	264.563	701.653	0.344493	38.0752
0.00420059	0.000159346	278.295	341.6	-0.804324	701.85
0.00465799	0.000176581	238.348	311.033	0.748064	756.451
0.0026487	6.66459e-05	83.1261	331.406	-0.895747	271.655
0.00836065	0.00018435	91.6011	419.92	0.17443	205.897
7.66731e-06	4.50211e-07	239.771	506.902	-0.0782525	9.91915
0.000489372	2.94732e-05	381.467	703.966	1.28223	923.321
0.000764255	2.21594e-05	123.912	343.137	0.409517	289.307
0.00199327	5.69253e-05	94.7901	897.404	-0.56383	240.769
0.00364445	0.00014555	289.005	338.639	-0.617551	564.938
9.28378e-06	1.16737e-05	599.672	331.222	-0.0790533	42.502
0.000432274	4.08666e-05	612.628	855.332	0.463554	690.022
0.00316664	0.000219304	325.252	240.804	0.538361	203.873
0.0659833	0.00196523	697.706	112.731	0.0524394	147.31
0.00365774	0.000191435	766.697	692.091	-1.29443	425.414
0.042474	0.000798123	85.2287	912.499	1.18895	718.605
0.000843815	8.38076e-05	859.903	737.136	-1.29148	199.782
0.00171568	5.22663e-05	125.774	440.493	-1.05101	392.945
0.0472842	0.00107538	721.715	347.001	0.612424	640.649
8.25226e-06	2.07872e-07	252.333	541.014	-0.40372	343.152
5.51143e-05	2.33105e-05	731.818	220.383	0.0962904	43.8144
4.96588e-05	2.62952e-06	283.114	474.963	-0.0714758	48.2948
0.0188645	0.000594466	217.055	305.188	-1.39692	565.653
0.590714	0.0175313	267.686	169.502	-0.864695	933.865
0.00132656	0.000116855	856.637	685.405	-1.12542	314.355
0.0318991	0.00217105	175.898	902.758	1.5094	307.912
1.13653	0.0372082	299.759	66.1034	1.2134	675.723
0.0102098	0.002025	557.117	320.527	0.00730089	258.47
8.68843e-05	1.46657e-05	490.91	122.285	-0.562223	33.9412
0.0233484	0.000707741	547.248	377.155	0.78199	798.489
0.0014857	9.34583e-05	632.343	714.253	0.748056	804.456
0.629174	0.00976394	833.755	298.887	1.22183	962.91
1.26316e-05	1.00743e-05	934.293	354.116	0.839129	31.657
0.00333879	0.000134516	306.874	430.663	-1.18616	747.813
3.52223e-08	4.99312e-08	446.767	289.759	0.197685	9.66175
0.0013732	0.000123976	560.285	138.401	-1.55724	66.1838
0.115824	0.0188013	210.685	161.277	-1.39209	326.029
0.00153403	8.19501e-05	488.433	599.053	0.725824	805.993
0.00227574	9.88424e-05	363.306	438.821	-1.14921	469.682
5.51185e-05	1.51447e-05	687.709	98.424	-0.882921	24.0936
0.000174221	1.37004e-05	402.54	710.259	0.600398	986.075
0.00277451	7.9404e-05	190.923	789.995	0.55646	813.733
0.000406328	1.06653e-05	129.754	324.771	0.306093	240.812
1.69852e-05	1.28029e-06	413.172	884.392	0.48883	602.146
0.041219	0.000796684	95.6692	516.453	0.25781	712.77
0.00760752	0.000209901	165.506	754.026	0.119038	313.787
0.0117712	0.000263849	242.847	675.683	-0.0739569	672.414
0.0116859	0.000406323	724.107	663.329	1.32839	695.721
0.00668663	0.000246554	423.589	434.749	-1.12872	614.338
7.19799	0.334095	274.745	102.108	0.225187	818.028
7.96663e-07	1.32815e-07	376.879	743.773	-0.507895	169.942
0.00369975	0.000178402	678.165	685.773	0.837933	993.938
7.49756e-05	2.77818e-06	252.226	645.698	0.781329	349.437
2.56613e-06	5.21812e-07	449.724	912.814	-0.461699	287.309
0.0108785	0.000408765	638.496	522.42	0.497667	829.666
0.0610392	0.00222574	235.75	225.684	-0.305073	581.671
0.026243	0.00102087	610.433	375.311	0.381663	544.067
0.00123822	7.76802e-05	427.418	376.05	1.16999	193.973
0.0010806	4.79933e-05	169.824	234.215	0.887664	211.541
0.00103335	8.33215e-05	869.988	858.254	1.04018	549.725
0.000356646	3.23921e-05	553.952	829.759	-1.14419	580.224
4.96666	0.0709357	792.573	336.493	-1.55796	489.342
0.994849	0.0479745	808.914	269.374	-0.0660795	662.834
0.0907062	0.00181413	445.058	432.922	-1.41489	881.977
0.00774465	0.000306087	758.233	827.851	-1.37709	671.442
0.337595	0.00950088	253.901	180.346	-0.92275	934.143
0.00194549	8.66632e-05	364.561	534.296	-0.440783	988.843
8.89875e-06	1.45857e-06	442.55	743.537	-0.752065	191.602
0.202759	0.00374518	623.296	846.711	1.55859	397.008
3.04648e-10	4.23344e-11	233.204	646.426	-0.119137	1.19831
0.0387854	0.00101252	865.8	790.612	-1.42378	941.103
7.38172e-06	3.95447e-07	273.534	740.783	-0.485697	97.3269
0.192603	0.00367825	618.634	357.019	-1.45991	407.648
0.0154458	0.000453933	487.365	257.368	1.12586	242.335
0.00285356	0.000186942	741.663	417.974	1.05392	218.849
3.59659e-06	1.69179e-07	211.511	493.24	-0.92777	96.9881
0.00700838	0.000305821	389.951	230.895	0.994167	201.595
0.0499096	0.00259593	827.321	247.617	0.255358	279.252
0.013559	0.000277781	88.2285	702.054	0.848651	628.452
5.12914e-05	7.85574e-06	492.836	520.328	-0.657072	116.416
0.00387811	0.000231611	827.347	560.949	-1.18169	326.818
1.23044	0.0167046	768.317	230.267	-0.472242	982.247
0.00339099	0.000595635	598.241	303.115	0.209369	185.969
0.000652343	6.04025e-05	746.354	924.909	0.906708	771.555
0.00185247	5.69334e-05	205.804	845.238	-1.095	605.462
0.024084	0.000453841	142.855	374.732	-1.45517	733
0.0133333	0.000310714	126.786	880.224	-1.11323	807.132
0.000221357	1.80713e-05	450.552	736.376	0.243027	437.059
2.2351e-05	2.19572e-06	347.325	665.099	-0.600743	701.513
0.0029017	0.000173144	845.366	809.251	-1.16713	658.8
0.364563	0.00522755	162.366	469.815	-0.0223145	695.44
4.13403e-05	4.5703e-06	444.724	847.921	1.25217	282.23
1.87583e-06	4.41072e-06	743.159	754.486	0.35091	50.9785
0.00112292	2.85465e-05	179.218	459.898	1.17291	648.855
1.29273e-07	3.72343e-08	390.123	459.943	-0.851708	19.9777
3.87157e-05	1.85577e-06	246.319	506.719	1.01465	806.445
0.000380628	1.32466e-05	221.818	761.187	0.152347	132.618
0.101241	0.00207421	620.438	384.907	-1.33628	677.307
0.000834406	7.17746e-05	804.722	814.151	0.812641	567.978
0.00205825	0.000119487	712.072	686.551	-0.700066	657.593
2.08787	0.285449	491.036	533.627	0.0182596	888.971
0.0170694	0.000898695	943.526	408.342	0.419767	379.782
0.011355	0.000476363	818.285	651.884	-0.406144	862.646
0.000352128	1.89815e-05	208.603	342.898	-1.34529	194.499
6.14411e-06	1.83155e-07	154.085	317.534	-0.417411	620.655
1.09189	0.0141419	652.441	58.395	0.783733	442.34
1.21469	0.039228	822.546	198.853	0.0250014	508.634
0.0146281	0.000508105	835.404	656.582	0.295373	785.335
1.5557e-07	1.69059e-08	240.209	481.094	-0.431305	100.733
0.00328475	0.000173747	839.436	822.953	-0.92944	996.331
0.000260495	2.46556e-05	524.837	741.706	0.725082	575.295
0.00378401	9.89817e-05	134.604	430.573	0.640324	802.78
4.64653e-05	1.23513e-05	698.106	511.464	-0.912148	71.8843
0.024562	0.000655678	519.859	470.539	-0.347156	959.165
0.00554336	0.000224025	619.392	664.318	-0.375578	897.558
25.0191	0.960155	370.9	116.872	0.0167407	974.496
0.0016371	9.45542e-05	547.966	827.93	0.213312	868.172
0.191702	0.0084915	700.883	362.228	-0.218509	772.277
4.58757e-05	2.1885e-06	153.934	917.447	-0.782887	162.086
2.74392	0.0368716	398.02	73.0186	-0.912675	954.666
0.0143008	0.000518584	534.482	390.439	-1.23525	419.722
0.118847	0.00245733	810.978	404.383	-1.38111	496.807
0.0873752	0.00142311	118.7	423.769	-0.0685206	441.388
0.00102859	6.51874e-05	490.642	816.402	-0.210835	983.534
6.56169e-10	2.34644e-07	694.332	745.554	-1.43603	1.78748
0.00598073	0.000167954	157.781	621.132	-0.191235	473.871
0.00193562	0.000106928	588.579	630.094	-0.831771	690.238
0.0300518	0.000810136	653.112	827.48	1.52402	445.281
1.67213e-06	9.75922e-08	267.918	579.398	-0.915967	92.8242
0.0025338	0.000176186	933.78	688.682	-1.2954	269.549
0.0108602	0.000284858	162.451	544.433	-1.3876	566.286
0.00185679	9.02187e-05	410.835	492.79	0.359862	491.71
0.682472	0.0273813	288.344	167.71	-1.20369	657.788
0.185529	0.00582214	738.842	271.318	-0.362592	556.425
17.658	0.128377	851.411	108.093	-0.427882	620.203
0.014537	0.00176706	885.573	446.744	0.190324	349.562
1.23341	0.00472445	76.1415	84.0543	-1.03501	769.251
0.0330713	0.000870404	722.736	791.655	-1.53616	258.951
1.01344e-05	1.33451e-06	386.088	554.483	1.17003	70.2665
0.000949159	4.66216e-05	97.2732	179.981	0.861925	487.491
0.00130533	5.95441e-05	297.691	452.474	-0.573805	891.321
0.693457	0.00911389	673.791	339.582	-1.44327	702.234
4.50001e-05	4.86252e-06	397.676	727.974	0.262507	404.989
2.98017e-05	1.37761e-06	224.717	871.845	-0.582071	144.996
0.00178194	0.000136162	905.899	719.129	-0.869666	485.782
0.00367709	0.000217968	560.784	323.183	0.623556	234.967
10.2094	0.109371	827.666	102.104	1.38534	571.344
0.00152782	4.15239e-05	232.085	595.886	1.30878	715.613
0.0586656	0.00112197	98.3595	892.299	-0.0705943	234.717
0.000295572	1.1953e-05	281.881	880.264	0.775453	518.603
0.00275231	0.000153862	658.237	477.08	0.452238	331.063
0.0119069	0.000391424	398.925	449.546	1.16223	958.714
1.51987e-05	9.52759e-07	218.675	344.594	-0.506759	94.0331
9.38552e-07	1.53585e-06	617.777	597.283	0.800961	38.1405
0.255069	0.039455	649.387	420.125	-0.0159062	696.227
0.043381	0.00129439	66.0112	630.939	1.15706	412.124
0.000505151	4.22608e-05	573.237	827.558	-1.3461	346.486
3.05498	0.024994	757.822	183.875	1.06506	818.539
0.0373599	0.00474423	610.955	447.48	-0.118477	483.489
0.650796	0.012329	847.026	432.827	-1.53631	332.905
0.0357986	0.0010002	727.421	398.164	-1.34146	350.322
0.0444263	0.00161552	945.448	521.49	-0.365826	828.127
0.279959	0.00499539	891.615	311.024	0.50557	878.612
0.0103	0.000391772	891.963	837.556	1.42288	529.701
2.39743e-06	3.33949e-06	715.114	808.519	0.0530579	25.4167
0.00680657	0.000663589	942.394	804.993	0.0800597	356.553
0.023744	0.00076126	302.473	338.008	0.360756	987.784
0.000528023	5.12974e-05	720.835	927.934	-1.04894	626.185
0.151692	0.00808791	376.098	110.36	-0.00608809	239.873
0.00180501	0.000100127	581.85	734.096	-0.448388	881.734
0.00200813	6.54416e-05	95.1203	542.689	0.0819097	19.1832
0.12471	0.00266793	430.245	503.089	1.52571	479.512
8.27865e-05	4.31304e-06	361.607	822.601	-1.0634	503.034
0.00310902	0.000154919	677.594	657.288	-0.509632	687.306
0.838997	0.0150523	945.296	570.58	1.50122	952.659
0.000386694	4.36942e-05	548.514	394.768	0.754437	144.82
0.112147	0.005188	455.129	157.84	1.30764	238.969
0.194764	0.00405069	841.937	312.54	-1.44172	274.236
8.57446	0.0872619	805.228	91.5361	1.35108	567.593
0.0179818	0.000569537	544.625	426.423	-0.748841	915.795
0.429394	0.0342026	299.024	149.125	1.24348	423.723
0.271155	0.0066836	756.413	217.583	1.48918	234.359
36.5772	0.352901	738.163	136.253	0.878628	951.921
0.000175141	1.62546e-05	481.021	732.225	-0.570106	520.301
0.00768019	0.000357121	840.065	507.447	1.34792	235.53
0.0159209	0.000561059	769.987	533.573	0.809839	970.173
0.00336048	0.000172788	575.109	593.199	0.437082	688.155
0.500188	0.00631598	69.6219	341.519	-1.15285	900.863
3.7326e-06	1.35546e-06	440.644	286.2	-0.633045	29.8227
0.0126848	0.000632357	453.783	251.95	-0.882939	273.243
0.00115219	5.72124e-05	338.203	516.604	-0.900777	998.629
0.000126292	4.8964e-06	298.828	739.912	0.939771	532.271
0.00017684	6.38752e-06	297.359	678.503	-1.08597	728.466
0.000909892	2.49341e-05	262.076	589.954	-1.33572	912.194
0.000465071	1.41458e-05	233.153	603.248	1.00247	714.242
0.0018634	0.000122868	894.766	932.886	-0.862978	952.181
0.000322309	1.21319e-05	269.086	766.686	-0.399995	524.278
0.124157	0.00240779	68.6357	581.231	0.603428	592.038
0.00336174	9.28902e-05	147.835	443.439	-0.499727	905.445
5.28571e-05	2.29507e-06	233.35	831.438	-0.360713	140.93
0.0802835	0.00830982	559.941	456.453	-0.067339	539.968
0.00397401	9.41398e-05	96.4071	290.614	0.94952	553.84
0.00680253	0.000339189	843.861	566.123	-0.76948	621.716
0.956074	0.0126611	549.01	53.7567	1.0075	480.892
0.00010928	2.38086e-05	770.442	756.504	0.935831	194.182
0.00316548	0.000140977	387.735	405.781	1.00907	490.471
0.00260345	0.000439937	799.22	321.98	-0.0503696	162.968
0.00073969	2.68884e-05	203.418	417.791	-1.45711	869.279
7.30865	0.0853937	824.243	111.333	0.744762	515.239
0.383377	0.0102237	351.946	194.579	1.29381	539.767
0.000193734	2.96579e-05	710.703	632.546	-0.887298	167.734
2.79186e-05	1.37306e-05	636.303	258.473	-0.664229	39.2234
0.00749339	0.000327901	64.9769	568.773	-0.150988	87.3671
0.00570088	0.000654833	924.554	441.74	-0.339599	273.864
0.00303949	0.000155149	713.72	720.516	0.955652	875.993
