sqrts	xsec	
332.405	4.69934e-07	
332.412	4.69727e-07	
332.419	4.69521e-07	
332.426	4.69315e-07	
332.432	4.6911e-07	
332.439	4.68905e-07	
332.446	4.687e-07	
332.453	4.68496e-07	
332.459	4.68291e-07	
332.466	4.68088e-07	
332.473	4.67884e-07	
332.479	4.67681e-07	
332.486	4.67478e-07	
332.493	4.67276e-07	
332.5	4.67073e-07	
332.506	4.66872e-07	
332.513	4.6667e-07	
332.52	4.66469e-07	
332.527	4.66268e-07	
332.533	4.66067e-07	
332.54	4.65867e-07	
332.547	4.65667e-07	
332.554	4.65468e-07	
332.56	4.65268e-07	
332.567	4.65069e-07	
332.574	4.64871e-07	
332.581	4.64673e-07	
332.587	4.64475e-07	
332.594	4.64277e-07	
332.601	4.64079e-07	
332.608	4.63882e-07	
332.614	4.63686e-07	
332.621	4.63489e-07	
332.628	4.63293e-07	
332.635	4.63097e-07	
332.641	4.62902e-07	
332.648	4.62707e-07	
332.655	4.62512e-07	
332.662	4.62317e-07	
332.668	4.62123e-07	
332.675	4.61929e-07	
332.682	4.61735e-07	
332.688	4.61542e-07	
332.695	4.61349e-07	
332.702	4.61156e-07	
332.709	4.60964e-07	
332.715	4.60772e-07	
332.722	4.6058e-07	
332.729	4.60388e-07	
332.736	4.60197e-07	
332.742	4.60006e-07	
332.749	4.59816e-07	
332.756	4.59625e-07	
332.763	4.59435e-07	
332.769	4.59245e-07	
332.776	4.59056e-07	
332.783	4.58867e-07	
332.79	4.58678e-07	
332.796	4.58489e-07	
332.803	4.58301e-07	
332.81	4.58113e-07	
332.817	4.57925e-07	
332.823	4.57738e-07	
332.83	4.57551e-07	
332.837	4.57364e-07	
332.844	4.57178e-07	
332.85	4.56991e-07	
332.857	4.56805e-07	
332.864	4.5662e-07	
332.87	4.56434e-07	
332.877	4.56249e-07	
332.884	4.56064e-07	
332.891	4.5588e-07	
332.897	4.55696e-07	
332.904	4.55512e-07	
332.911	4.55328e-07	
332.918	4.55144e-07	
332.924	4.54961e-07	
332.931	4.54778e-07	
332.938	4.54596e-07	
332.945	4.54414e-07	
332.951	4.54232e-07	
332.958	4.5405e-07	
332.965	4.53868e-07	
332.972	4.53687e-07	
332.978	4.53506e-07	
332.985	4.53326e-07	
332.992	4.53145e-07	
332.999	4.52965e-07	
333.005	4.52785e-07	
333.012	4.52606e-07	
333.019	4.52426e-07	
333.026	4.52247e-07	
333.032	4.52069e-07	
333.039	4.5189e-07	
333.046	4.51712e-07	
333.053	4.51534e-07	
333.059	4.51356e-07	
333.066	4.51179e-07	
333.073	4.51002e-07	
