Omega	mmH1	mmH2	mmH3	mmA0	mmHch	aDM	lam2	lam8	m22	vs	WH1	WH2
0.00133503	125.09	647.781	177.469	229.047	269.196	0.118208	2.81556	-0.0796813	214.168	529.657	0.0051354	2.74199
0.000179168	125.09	931.309	575.791	671.666	694.74	0.0601552	0.257577	2.76572	407.817	267.216	0.00518681	1.96923
0.00738903	125.09	221.736	342.467	364.465	352.708	0.0528677	6.32207	0.808936	319.907	187.466	0.00519091	0.00664525
6.19868e-05	125.09	126.712	799.054	492.198	805.837	0.209809	0.147723	3.90025	214.991	281.384	0.00498825	0.00021945
0.000521414	125.09	221.385	326.121	294.531	359.487	0.0112041	7.30723	2.55014	296.393	70.4846	0.00520423	0.000296561
8.93737e-05	125.09	669.916	487.511	699.253	692.26	-0.018101	2.14884	-4.67155	532.406	201.551	0.00520322	0.0702643
0.000135831	125.09	776.091	647.023	570.508	700.283	-0.217225	4.93338	5.55362	130.497	310.245	0.00497291	16.1989
0.000156106	125.09	689.974	446.208	600.338	592.682	-0.239501	5.47916	-0.524384	698.852	1131.29	0.00492386	12.999
9.41303e-05	125.09	183.794	704.757	845.797	832.782	0.0318864	1.04039	11.4546	356.651	211.795	0.00519978	0.000789617
7.64282e-05	125.09	945.995	729.701	558.701	723.273	-0.132841	2.31442	-3.55721	666.071	355.908	0.00511725	10.677
0.00032575	125.09	148.941	864.795	910.697	917.756	-0.019283	1.52018	7.17405	599.776	274.269	0.005203	2.21452e-06
0.000173794	87.176	125.09	669.517	688.705	756.411	1.54592	1.7495	19.7162	240.378	192.394	7.13887e-05	0.00499042
0.000739937	125.09	893.669	828.077	670.293	675.933	-0.147588	2.80866	1.09217	631.269	225.626	0.00509687	11.5097
0.000408767	125.09	900.487	949.821	802.018	809.407	-0.170045	4.0766	1.07723	486.799	743.421	0.00506185	14.7358
0.000236034	125.09	486.159	738.233	613.037	765.294	-0.0946567	3.85863	7.31099	562.42	150.034	0.00516025	0.753692
0.000139446	125.09	185.144	724.308	626.336	718.208	-0.166034	1.05534	16.2388	417.32	132.764	0.00506846	0.0230571
2.83447e-05	125.09	569.593	693.431	282.475	689.694	-0.0118436	1.44493	-0.265303	349.061	605.729	0.00520415	0.0752157
0.000263412	115.132	125.09	546.763	617.297	629.674	1.38271	3.68191	3.35849	500.426	43.1005	0.000323678	0.00481893
0.00135277	125.09	700.278	515.947	568.008	530.349	0.0811225	4.34076	7.12603	147.829	278.831	0.00517206	1.5315
0.000112147	125.09	817.507	434.495	452.402	480.632	0.176892	6.69907	-0.907087	512.299	545.947	0.00505023	11.2452
0.000184971	125.09	448.806	402.531	601.636	622.309	-0.0119234	3.99604	-0.785573	455.569	317.843	0.00520414	0.00846227
0.000387127	125.09	857.068	393.065	518.938	511.416	0.0132606	3.01065	0.364342	180.091	829.255	0.00520398	0.500023
0.000628283	125.09	676.429	746.356	671.887	750.746	0.0101433	5.78869	-0.0547481	664.311	316.65	0.00520434	0.022381
0.000397784	125.09	429.819	877.829	822.686	909.966	-0.0139381	1.34175	3.79549	239.868	549.681	0.00520388	0.00988787
0.000550861	125.09	685.749	776.651	701.449	813.533	0.112115	6.37413	2.0648	523.226	465.066	0.00514235	2.75108
0.000288608	123.085	125.09	790.774	680.772	829.348	-1.40294	5.73183	0.509923	596.1	657.738	0.000338058	0.00485412
0.000211128	125.09	210.102	513.082	399.588	539.598	-0.103201	0.754728	12.5227	230.678	133.67	0.00515186	0.0195692
0.00194461	125.09	739.284	926.173	841	850.791	-0.0563229	3.6848	2.77286	692.623	389.907	0.00518903	0.915628
0.000211229	125.09	922.906	828.737	875.399	932.783	-0.00909558	2.72564	1.7902	423.041	671.083	0.00520444	0.0452266
0.000584343	125.09	707.835	733.305	722.323	772.531	-0.122878	5.17477	9.86972	274.313	284.114	0.00512984	3.93018
0.000335617	125.09	945.325	372.357	284.996	400.482	0.152008	5.50355	-0.551181	496.123	837.772	0.00509036	20.9546
0.000248479	78.8031	125.09	618.726	515.425	638.717	1.51482	0.637447	4.97214	430.656	157.228	6.06273e-05	0.00497788
0.00130481	125.09	258.785	743.676	731.969	784.647	-0.178513	4.54565	3.32308	641.272	236.068	0.00504741	0.212078
0.00106891	125.09	291.596	624.883	660.651	681.285	-0.1192	1.86991	5.24268	290.267	337.937	0.00513424	0.170023
0.000748533	125.09	749.854	293.213	404.557	389.842	0.190094	1.87706	-0.0704855	321.862	610.45	0.00502657	10.0557
0.000464372	125.09	125.549	653.675	747.825	777.367	-0.415321	3.05976	8.37934	412.926	258.716	0.00439192	0.000815957
0.000662048	125.09	956.121	863.635	770.445	907.458	0.2873	5.24915	2.98756	377.74	565.786	0.0048039	44.359
0.000156262	125.09	261.858	830.034	904.426	906.408	0.107814	1.18724	0.0529043	704.313	1083.74	0.00514703	0.0764328
0.000125665	125.09	422.333	809.281	712.368	840.996	-0.0327716	1.55859	4.33873	597.65	155.996	0.00519949	0.0525885
0.00185736	125.09	440.461	959.85	864.532	884.151	-0.122972	6.53686	0.350655	686.529	1253.24	0.00512972	0.837853
0.0013923	125.09	587.869	478.091	423.31	485.187	0.151592	3.80985	0.736549	245.111	557.635	0.00509098	3.11829
1.30088e-05	125.09	422.607	430.762	202.277	441.919	0.118369	4.51591	-1.26035	493.375	589.171	0.00513522	4.4999
0.00106596	125.09	125.362	209.301	163.426	217.195	0.656039	1.90465	0.596474	151.763	95.3285	0.00334688	0.00186207
0.00130604	125.09	477.625	998.709	927.002	969.125	0.123276	6.63477	3.82376	340.259	617.856	0.00512935	1.0731
9.52343e-05	125.09	806.101	705.906	540.453	719.883	0.219935	5.07851	-0.587077	683.006	878.538	0.00496718	16.599
0.000219029	125.09	268.482	732.714	631.312	762.449	-0.158436	1.1896	0.718575	575.315	293.721	0.00508055	0.206859
0.000186974	125.09	974.306	854.807	676.036	856.821	-0.0900079	0.54153	0.659131	637.803	426.198	0.00516451	5.28183
0.000102367	125.09	745.736	686.999	451.263	685.549	0.0605035	3.72323	-1.59375	512.808	313.483	0.0051866	1.0407
8.05737e-05	125.09	204.77	544.428	816.198	831.519	0.131391	1.98894	1.2211	511.279	149.724	0.00511914	0.0278175
9.89928e-05	125.09	168.378	782.122	633.875	802.125	-0.102764	0.572473	7.08685	578.284	53.8413	0.00515231	0.0037281
9.0369e-05	125.09	363.294	684.248	478.054	704.222	-0.0553837	1.1388	1.65434	224.565	402.617	0.00518955	0.0824796
0.000133482	49.7086	125.09	988.686	863.734	982.216	1.54799	1.65458	2.82318	491.288	526.842	1.35828e-05	0.00502556
0.00225126	125.09	847.114	770.859	772.825	849.665	0.301534	1.05238	1.09446	625.023	605.715	0.00476443	34.0994
0.000690395	125.09	791.347	230.947	324.258	353.336	0.0967925	5.42422	-0.319407	462.607	1006.47	0.00515822	6.79463
0.000294822	125.09	510.677	673.428	814.368	828.305	0.0775415	6.52455	0.781889	404.696	887.662	0.00517489	0.541933
0.000263018	125.09	899.998	759.141	699.638	778.213	-0.124487	4.61511	2.35249	589.164	239.859	0.00512787	8.26545
8.61265e-05	125.09	666.543	291.024	648.928	656.599	0.040326	2.26763	-0.0364208	257.171	428.52	0.00519674	0.339336
0.00016246	125.09	717.714	504.655	615.145	634.451	0.173583	2.03166	0.953457	428.199	180.19	0.0050559	6.90063
0.000488552	125.09	125.904	475.198	551.134	574.718	1.2539	2.85644	-1.96045	477.034	52.9298	0.00069626	0.00453829
0.000161926	125.09	255.123	613.501	483.846	628.942	-0.172293	3.53295	-0.536194	526.733	558.199	0.00505808	0.166466
0.000113713	125.09	468.801	788.701	710.817	823.283	-0.133941	3.03799	2.1759	404.761	433.856	0.0051158	1.26785
0.000112303	125.09	159.171	812.679	612.037	816.742	-0.160575	0.779818	5.02314	589.935	61.6386	0.0050772	0.000162813
0.00019985	125.09	315.039	425.137	603.9	609.595	0.122088	6.93726	0.98856	311.943	404.881	0.00513079	0.217053
0.000211731	125.09	891.055	766.608	540.898	763.43	-0.129129	6.26903	-0.182889	587.111	345.028	0.00512205	8.47408
9.15988e-05	125.09	263.24	769.79	622.22	765.08	-0.143154	3.71624	-0.375754	533.696	221.919	0.00510322	0.153181
0.000608887	125.09	165.919	442.312	464.55	483.797	-0.31074	2.86829	6.03893	356.891	127.501	0.004738	0.0274808
5.21033e-05	125.09	126.484	457.614	788.791	789.671	1.25191	0.191294	2.67309	373.745	95.2102	0.000702144	0.0045535
0.000146972	125.09	191.277	643.754	533.11	684.604	-0.15242	4.92718	-0.168959	599.341	1232.31	0.00508974	0.025238
0.000100575	125.09	596.432	353.37	609.245	609.83	-0.0263315	1.3198	1.43673	188.872	306.713	0.00520139	0.104569
0.00158709	125.09	721.802	632.755	609.827	704.939	0.287778	2.33685	0.228312	468.186	1240.83	0.0048026	20.0251
0.000209756	125.09	973.701	356.719	554.608	545.733	0.118382	4.28559	-1.99371	698.166	634.483	0.0051352	20.3259
0.00156538	124.185	125.09	821.028	787.156	819.22	0.378974	0.509127	4.42952	301.143	474.41	0.00448504	0.000683491
4.0672e-05	119.282	125.09	324.568	230.963	341.302	1.48121	4.42054	10.8759	216.103	39.6763	0.00022028	0.00495354
0.00125514	122.554	125.09	486.093	505.71	536.215	-1.16396	5.12734	0.084712	462.901	128.961	0.00096409	0.00421161
6.83755e-05	125.09	589.121	625.67	493.878	648.291	-0.0810149	1.18715	2.72181	139.392	294.959	0.00517215	0.971107
0.000154099	125.09	306.703	715.038	551.844	705.669	-0.125935	0.334126	0.969021	315.534	593.251	0.00512608	0.22687
0.000290647	125.09	158.263	429.395	415.062	449.927	0.207335	3.76278	12.474	203.429	146.354	0.00499325	0.000268334
0.000466789	125.09	346.167	536.567	485.633	520.608	-0.13484	6.07186	4.7588	222.331	245.832	0.00511461	0.429146
6.19294e-05	125.09	290.305	573.88	777.28	795.322	-0.141473	1.05671	-0.090774	506.371	829.384	0.00510558	0.226561
0.000575137	125.09	456.482	707.602	867.967	712.997	-0.11547	6.10171	1.30534	660.194	124.418	0.00513857	0.942465
0.00019082	125.09	363.366	451.01	632.191	635.733	-0.0245201	3.2717	-1.35886	478.263	185.632	0.00520185	0.0162059
0.000517791	125.09	567.327	917.306	974.921	984.874	0.0601113	4.74987	11.3101	344.714	356.124	0.00518683	0.451445
0.000178861	125.09	575.157	677.347	836.921	858.795	0.200133	0.880994	0.455983	618.656	557.6	0.0050075	4.96294
0.00061658	120.193	125.09	380.918	569.403	384.606	1.50815	7.67206	2.78138	147.542	277.181	0.000205359	0.00497393
0.00024735	125.09	817.205	444.809	328.749	449.238	0.239603	7.26646	0.34689	224.894	540.027	0.00492362	20.1594
0.000168805	94.8544	125.09	624.244	739.244	779.146	1.43178	5.35393	9.79605	224.025	262.572	0.000162082	0.00489762
0.00159986	125.09	873.591	747.379	694.861	781.569	0.160422	7.87522	2.44083	630.033	335.052	0.00507744	11.0945
7.60334e-05	125.09	817.33	550.917	612.663	668.18	-0.186904	0.218462	2.67865	186.26	340.007	0.00503244	13.8579
0.000270309	125.09	168.235	574.079	490.701	563.723	0.14818	4.14547	0.666425	426.36	146.014	0.00509601	0.00764917
0.000235443	125.09	242.143	661.98	696.086	753.017	-0.019162	4.81752	1.50368	573.209	151.327	0.00520302	0.00129055
0.00118073	125.09	735.934	378.898	322.212	370.144	-0.00477608	4.60274	2.1961	74.7239	286.235	0.00520474	2.58827
0.000134224	125.09	871.055	689.942	614.864	706.163	-0.0840992	1.46163	7.43071	305.202	236.715	0.00516962	3.38311
0.000330775	125.09	642.29	645.272	796.53	817.59	-0.179697	5.76273	0.426944	467.053	1074.86	0.00504534	5.99772
0.000108989	125.09	958.815	560.423	456.542	592.423	-0.125267	5.67765	-0.917824	457.224	252.581	0.00512691	10.1726
0.000138808	125.09	505.57	328.3	389.23	386.356	-0.107088	6.43577	-2.82711	501.955	347.958	0.00514781	1.04769
4.85024e-05	125.09	199.25	718.603	537.199	723.645	0.207888	0.113062	12.4427	347.974	94.4692	0.00499214	0.0596807
0.000950924	125.09	815.27	539.743	445.594	583.638	0.221538	7.45202	1.49516	85.7501	501.427	0.00496376	17.0468
0.000424748	125.09	620.128	823.49	761.249	814.199	-0.120045	2.88024	4.02776	520.411	345.901	0.00513324	2.49882
0.000393694	125.09	501.495	420.671	370.084	425.438	0.0304206	7.27777	-1.69171	507.187	419.581	0.00520023	0.0790901
1.73339e-06	125.09	803.401	396.7	537.708	533.502	-0.108229	4.05853	-2.59462	705.032	508.568	0.00514659	7.69513
1.48179e-07	125.09	283.646	224.894	141.655	258.563	0.147757	5.99245	-4.48919	120.983	112.607	0.00509663	0.676041
0.000108791	125.09	831.57	732.254	616.787	748.73	-0.114445	3.9015	-0.479812	550.577	343.83	0.00513974	5.42425
0.000421192	125.09	299.132	443.765	372.707	406.832	-0.00294653	3.92561	10.7163	224.838	111.077	0.00520481	0.000110795
0.000211937	125.09	907.54	712.138	628.885	739.825	-0.213141	1.93424	3.1365	508.455	257.561	0.00498142	25.1212
9.27836e-05	115.484	125.09	583.951	721.065	737.773	-1.42768	4.22922	1.18196	487.19	75.5935	0.000258421	0.00489192
0.00011579	125.09	657.324	789.014	938.171	973.918	0.0511309	0.717988	1.52564	301.198	785.321	0.00519181	0.518807
0.000113293	125.09	740.21	705.533	571.058	740.2	-0.211457	3.75798	0.411326	457.105	520.97	0.00498488	12.9079
0.000179328	125.09	416.845	532.657	427.713	571.457	-0.0235851	1.33715	7.23451	309.134	131.378	0.00520208	0.0258489
8.18338e-05	125.09	317.884	770.657	639.998	789.817	0.0203185	1.94179	0.180543	303.069	1436.04	0.00520279	0.00662026
0.000970579	125.09	459.575	415.56	512.683	491.724	0.136047	7.09642	4.73429	367.558	151.713	0.005113	1.04845
0.000604566	125.09	151.901	760.185	811.13	834.636	0.0611521	0.51813	8.11283	564.308	238.561	0.0051862	2.26925e-05
0.000272171	125.09	202.275	688.346	566.201	676.064	0.0890008	6.0456	1.35047	482.669	306.443	0.0051654	0.0120093
0.00132654	125.09	405.152	867.869	758.48	776.526	-0.00925722	0.657976	0.769979	681.697	514.422	0.00520443	0.0034945
0.000299341	125.09	384.015	679.035	580.101	704.202	-0.0650812	4.90622	-0.329843	582.92	348.257	0.00518373	0.143226
0.0001481	125.09	271.857	706.337	750.184	774.653	-0.118816	2.80968	12.076	507.116	140.836	0.00513469	0.132164
0.000380244	125.09	884.215	890.858	943.277	978.852	-0.107265	4.67352	4.31625	704.937	334.409	0.00514762	5.70459
0.000422171	78.1963	125.09	664.105	670.761	699.235	-1.54637	0.813345	13.99	613.66	95.8679	5.15323e-05	0.00499053
0.000912325	125.09	213.667	454.952	622.614	457.639	-0.139323	7.55491	2.14048	451.222	122.471	0.00510855	0.0385823
0.000100208	125.09	645.974	646.375	579.382	679.363	-0.120078	4.56793	3.84448	296.846	256.108	0.0051332	2.87158
0.000326931	125.09	726.835	926.517	780.419	927.506	-0.157418	5.53196	2.2027	318.537	707.784	0.00508213	6.74295
7.39234e-05	125.09	303.086	695.387	424.406	701.39	-0.00282541	1.99128	-0.23132	564.429	1248.01	0.00520481	0.000106908
0.000184754	125.09	450.937	969.053	805.844	980.063	-0.0565092	3.47985	3.84298	453.399	481.841	0.00518893	0.194858
0.00042399	125.09	785.411	316.61	408.834	439.788	-0.00864152	4.21157	-2.63121	595.868	440.22	0.00520448	10.0773
0.000315448	125.09	598.547	565.834	448.146	556.119	0.0728988	4.89893	4.70196	346.369	160.147	0.00517836	0.756521
0.00141438	125.09	603.708	858.414	839.2	905.377	-0.199541	5.63267	0.618035	612.829	1005.19	0.00500866	6.11347
0.000198565	125.09	474.509	689.334	616.99	669.957	0.174286	6.41232	-1.60035	650.108	419.958	0.0050547	2.01733
0.000109148	125.09	679.624	633.725	520.337	664.193	0.116534	2.47251	0.467588	408.749	277.54	0.00513735	2.83299
8.02921e-05	125.09	291.106	424.486	601.704	630.471	-0.136383	5.30732	0.653074	308.228	233.74	0.00511255	0.228786
0.000768886	125.09	750.482	562.359	633.121	658.832	-0.137261	2.56193	-0.322394	679.905	932.951	0.00511136	5.61267
0.00173655	125.09	726.463	496.77	416.46	442.229	-0.0154621	0.622936	-1.04365	523.166	451.006	0.00520366	0.0648098
0.000224401	125.09	160.086	785.032	725.541	746.573	0.297614	3.40219	13.6965	666.925	58.0807	0.00477546	0.00479736
0.00047328	125.09	246.183	794.211	860.215	863.861	-0.0412704	1.17817	10.7862	346.296	304.607	0.00519635	0.00642267
8.53777e-06	125.09	861.73	427.602	582.326	577.695	-0.0236853	6.50467	-1.40611	680.332	631.923	0.00520205	1.36994
0.000361168	125.09	900.713	331.075	427.444	401.315	0.0128674	7.44898	-0.0702705	362.284	1145.5	0.00520403	0.242621
0.000278171	125.09	965.199	752.112	805.241	853.558	0.189862	1.23083	1.01532	567.918	577.411	0.005027	20.996
0.00133854	125.09	775.514	852.636	908.463	878.908	-0.00105353	6.45504	0.46755	494.871	1358.76	0.00520485	0.000363516
0.00982762	125.09	939.337	317.446	320.574	326.715	0.164294	5.56845	-0.502776	694.111	1243.7	0.00507128	27.229
4.12483e-05	125.09	979.503	446.325	534.386	531.773	-0.17944	3.78076	-1.09466	687.196	830.858	0.00504579	23.2141
0.00454672	125.09	582.507	570.528	553.974	602.787	-0.0411887	4.21986	0.154847	549.139	429.342	0.00519639	0.238044
0.00238002	125.09	405.596	605.158	668.152	652.671	-0.0877372	4.38654	-0.109761	695.009	1388.91	0.00516651	0.31507
0.000442698	125.09	251.561	583.446	606.389	620.66	-0.0790154	0.160779	19.1346	422.392	116.656	0.00517374	0.0308753
0.000713862	125.09	579.945	619.033	731.619	630.655	0.148515	6.35227	-1.78478	650.252	296.709	0.00509552	2.79794
0.000149187	125.09	445.875	682.31	573.596	662.413	0.0832263	4.88795	-0.633794	569.921	522.154	0.00517035	0.38991
0.000200867	125.09	717.832	502.791	411.361	535.111	-0.0350501	0.442043	-1.39953	419.4	266.854	0.00519872	0.325004
0.000110224	125.09	163.724	471.844	516.284	557.358	-0.0146564	2.09539	16.0496	267.915	100.785	0.00520378	4.9838e-05
0.00058568	125.09	650.033	362.982	407.972	380.374	-0.063308	8.01956	2.8357	110.332	262.138	0.00518487	0.79769
0.000262952	125.09	471.899	270.317	418.307	413.139	-0.0463549	2.58412	1.04391	68.788	348.895	0.00519413	0.153829
0.00155048	125.09	595.309	587.934	540.763	568.26	0.0530632	0.919082	0.62768	480.518	342.799	0.00519081	0.409212
0.000591833	125.09	293.671	627.149	665.136	650.733	-0.123439	3.18117	8.12828	327.252	232.297	0.00512915	0.193456
3.65752e-05	125.09	768.296	334.464	478.236	480.099	-0.216733	1.70433	-1.83238	541.843	509.496	0.00497394	19.3585
4.48658e-05	125.09	197.168	319.875	613.494	625.546	0.19168	1.5003	-2.70286	184.865	57.3997	0.00502362	0.0479221
0.00100679	125.09	755.622	768.51	928.406	771.309	0.251767	5.88853	2.37935	412.1	617.191	0.00489496	17.4794
0.000120613	125.09	198.262	462.771	703.843	713.136	-0.114569	0.993732	10.8805	390.662	116.475	0.0051396	0.0178077
0.000578841	125.09	487.238	464.682	314.963	479.557	-0.10644	5.69809	-1.53453	638.175	620.991	0.00514849	0.900391
0.00496616	125.09	200.574	635.787	635.69	687.384	-0.0771607	4.95562	2.75911	383.301	436.437	0.00517518	0.00863256
0.000154408	125.09	697.549	327.45	381.985	369.566	-0.0650408	4.60358	2.33416	220.33	255.308	0.00518376	2.72403
0.000337857	125.09	361.622	847.031	757.475	860.203	-0.0499103	3.54815	7.61316	249.539	367.496	0.00519243	0.0657743
0.000263402	125.09	159.918	646.621	670.876	688.085	0.00685819	2.84705	11.1406	124.926	242.357	0.00520462	1.1123e-06
0.000168548	125.09	714.941	880.663	818.814	932.487	-0.00788606	0.980954	9.41535	598.816	214.485	0.00520454	0.0160858
0.0029702	125.09	467.647	777.015	847.369	820.679	0.0381862	7.58256	2.19534	656.902	427.008	0.00519758	0.09832
0.000149241	125.09	355.499	389.309	457.827	501.427	-0.0917133	5.14203	3.85763	243.134	148.895	0.00516297	0.223707
0.00129726	125.09	678.269	451.365	526.419	528.04	0.207529	4.26917	2.38059	420.53	187.261	0.00499286	8.14762
0.00101839	125.09	128.273	987.459	946.203	961.7	-0.178856	1.79727	15.5991	415.473	296.388	0.00504681	0.000162114
0.0146466	125.09	384.631	949.202	927.879	951.5	0.0608026	8.27693	1.96456	574.668	739.544	0.00518642	0.120748
4.81395e-05	125.09	749.35	468.765	611.548	606.636	-0.252441	0.506615	1.79323	100.87	333.208	0.00489334	19.5769
0.000176899	125.09	635.762	488.787	539.592	555.164	-0.207766	3.81867	1.68387	203.968	384.773	0.00499238	8.06029
0.000230042	125.09	937.109	824.798	944.797	943.42	-0.268956	0.335331	0.49528	543.687	1191.58	0.00485226	39.9593
0.00247254	125.09	714.179	228.356	313.977	235.563	0.0748516	5.64029	0.137397	210.429	338.135	0.00517693	1.46081
8.97428e-05	84.3885	125.09	133.413	82.6343	85.2194	1.40125	2.12819	3.58724	5.59571	84.7741	0.000157906	0.00485134
0.000437558	125.09	173.421	435.88	506.434	541.113	0.12744	6.57026	3.45685	438.82	76.0955	0.00512419	0.00751599
0.00171072	125.09	843.917	583.779	556.4	578.781	-0.235494	4.95949	1.40607	410.947	428.213	0.00493301	23.7393
0.000472006	125.09	127.535	444.223	359.327	465.343	-0.111599	7.2555	3.17763	239.442	204.112	0.00514292	6.31587e-05
0.000178772	125.09	943.738	355.813	427.115	452.646	-0.179905	3.4105	-1.02925	507.402	550.611	0.00504497	22.8272
0.00395239	125.09	812.168	993.377	922.28	931.906	0.185416	6.21278	2.07191	623.19	705.391	0.00503514	12.1731
0.000276216	125.09	690.291	775.64	618.469	774.184	0.223488	1.37717	3.4762	310.951	405.648	0.00495957	10.4762
0.00967901	125.09	178.622	874.186	838.451	868.462	0.16651	4.64788	4.36684	635.907	384.081	0.00506768	0.0157708
0.000234903	125.09	964.512	321.603	479.471	500.201	0.201828	6.57812	1.9872	242.132	253.279	0.00500419	24.685
0.000551168	125.09	760.796	585.817	603.863	658.148	-0.129411	4.2417	3.49698	390.788	299.91	0.00512169	5.38747
0.00128656	125.09	782.989	951.454	842.53	852.368	-0.0190868	1.64054	2.54598	530.007	564.033	0.00520304	0.123187
0.00108296	125.09	836.054	666.237	591.934	681.759	0.142706	7.68142	0.394742	586.409	367.065	0.00510385	7.82585
0.000410942	125.09	744.761	920.985	841.312	946.738	0.186208	4.34272	7.70695	255.33	422.83	0.0050337	9.32442
0.000265768	125.09	183.726	396.118	503.805	485.139	0.0145512	2.28562	-1.08683	362.059	90.0241	0.0052038	0.000163693
7.31074e-05	125.09	634.162	575.318	847.283	855.324	-0.0835853	0.314585	0.165121	500.176	739.862	0.00517005	1.26718
0.00115727	40.9897	125.09	514.279	466.626	479.368	1.5579	4.33324	7.62595	249.6	207.523	7.29305e-06	0.00507466
0.00575131	125.09	262.535	928.102	921.332	941.259	-0.121839	3.45065	13.5712	560.722	275.432	0.00513109	0.106528
0.000343352	125.09	633.315	791.431	877.337	887.222	0.117962	3.43652	5.08215	499.967	362.702	0.00513569	2.37257
0.00036899	125.09	993.033	556.804	468.637	554.034	-0.0161458	6.01831	-0.34332	476.097	393.512	0.00520355	0.235305
3.1706e-05	125.09	705.708	399.496	474.914	504.899	0.192293	5.20675	-2.42879	503.246	430.696	0.00502248	8.45573
0.000461912	125.09	333.241	516.561	590.811	605.434	0.112254	5.78773	-0.295947	563.978	682.006	0.0051422	0.231582
0.00227508	125.09	910.535	930.893	919.267	954.113	-0.183775	1.41034	4.10592	699.915	394.872	0.0050381	18.221
0.000710727	91.1304	125.09	592.682	530.642	548.471	-1.4173	2.10409	9.05157	486.725	116.482	0.000163912	0.00487677
3.00064e-06	76.922	125.09	403.657	152.447	411.046	-1.48444	5.60372	7.0651	144.911	103.693	6.9874e-05	0.00495636
0.00207305	125.09	191.69	780.864	808.342	830.831	0.0484973	7.05052	2.30952	502.36	546.778	0.00519312	0.00261026
0.000202175	125.09	135.47	425.845	500.62	494.887	-0.0591816	7.28396	6.488	346.712	93.2349	0.00518739	1.89358e-05
0.00387974	125.09	496.39	721.203	716.514	767.076	0.109436	0.186731	4.35059	555.984	307.265	0.00514529	0.946345
0.000121566	125.09	129.012	641.96	347.604	652.918	-0.0518769	4.27733	0.709555	338.376	139.697	0.00519143	1.38526e-05
0.000143421	125.09	540.393	930.599	872.29	932.298	-0.157886	0.466411	7.72019	409.213	323.123	0.00508141	2.85139
0.000449842	125.09	830.145	942.369	866.202	953.056	0.0704568	0.386471	2.71298	299.493	679.02	0.00518011	1.95367
8.83049e-05	125.09	710.087	718.621	458.31	741.205	0.0936287	3.70719	0.136592	430.921	186.837	0.00516121	2.07275
0.000777316	125.09	303.345	590.078	647.082	699.429	0.0740399	5.24568	0.37921	325.728	1169.54	0.00517753	0.0724429
0.000915361	125.09	142.07	591.928	516.622	629.821	0.0816142	5.32773	-0.0659026	582.035	1111.07	0.00517167	3.77445e-05
5.66691e-05	125.09	641.49	498.944	680.114	694.878	-0.172629	2.44875	1.13584	342.361	162.368	0.00505752	6.1854
0.000167313	125.09	890.562	710.616	570.07	753.141	-0.26842	1.13815	-2.5673	660.009	336.84	0.00485363	36.665
0.000393094	125.09	695.711	902.244	979.894	983.462	-0.0884528	3.74025	3.20846	366.43	627.992	0.00516589	1.87787
9.58183e-05	125.09	894.432	568.737	359.33	559.176	-0.0744523	1.43052	-0.0991721	422.409	1364.89	0.00517723	2.8442
0.000140701	125.09	678.976	498.997	603.251	633.009	0.0608741	4.37424	-1.48876	488.816	262.63	0.00518637	0.793724
0.000532572	125.09	721.878	881.939	869.944	957.251	-0.0519335	2.41731	0.75065	706.391	696.149	0.0051914	0.719604
0.0012016	125.09	399.158	666.225	647.515	734.117	-0.124026	4.10266	9.02577	416.115	237.636	0.00512844	0.629793
0.000223282	125.09	207.683	738.815	879.246	904.134	-0.114227	6.13505	4.25965	235.022	486.545	0.00513998	0.0226191
0.00108476	125.09	278.383	360.55	304.95	390.056	0.0541583	6.01706	0.0836737	278.686	683.478	0.00519022	0.0269251
0.00112196	125.09	673.889	965.997	907.14	921.415	-0.178627	0.924633	7.27109	554.88	349.423	0.00504721	7.13991
0.000175806	125.09	587.893	594.683	442.572	626.708	0.114434	5.34094	0.756172	198.087	604.963	0.00513975	1.80861
0.000110015	125.09	128.654	888.803	996.14	992.217	0.119349	0.13951	2.23529	466.136	597.181	0.00513406	7.28327e-05
0.00204838	125.09	391.672	667.837	602.939	613.08	0.07338	0.318124	8.26559	468.748	183.51	0.00517801	0.180101
8.99168e-05	125.09	738.571	546.868	700.502	711.947	-0.145161	2.96882	3.12746	381.253	229.417	0.00510037	6.34473
5.15699e-05	125.09	855.7	598.328	450.911	635.035	0.151004	1.82763	-0.27326	347.975	402.421	0.00509185	9.3774
0.00128187	125.09	153.904	525.54	571.157	550.574	0.0569302	2.74848	3.14967	172.178	378.747	0.00518869	1.99322e-05
0.00106033	125.09	610.416	109.878	162.903	195.775	-0.0797109	1.95224	0.00913197	91.4382	682.506	0.00517319	1.04682
8.44214e-05	125.09	853.306	622.57	811.707	843.763	0.233447	1.17848	-0.311903	661.463	823.34	0.00493763	21.9224
0.000490938	125.09	161.174	642.846	793.32	649.062	-0.0351404	4.14205	4.0455	592.648	44.0104	0.00519869	0.00016622
0.000362845	125.09	148.297	522.505	602.92	580.066	0.206982	6.98628	-0.613682	545.4	481.288	0.00499396	0.000250461
8.87995e-05	125.09	160.483	902.227	699.413	908.166	0.00366211	1.71177	-0.157944	661.504	378.637	0.00520479	1.24735e-06
0.000510561	125.09	188.12	503.124	473.844	546.062	0.134396	1.79202	-0.0670843	464.808	890.413	0.0051152	0.017432
0.000276598	125.09	186.185	815.352	960.444	962.517	-0.0329137	5.42942	6.82913	596.767	308.45	0.00519945	0.000964364
