Omega	mmH3
0.00218638	89.08
2.54424e-05	262.514
1.56102e-05	751.806
4.91303e-05	519.891
1.63173e-06	145.139
3.65781e-05	406.906
3.5181e-07	153.94
3.81356e-05	575.403
0.00071104	81.3682
1.93774e-05	761.265
8.57047e-05	762.866
0.000507475	96.5705
3.10544e-06	205.648
3.32227e-05	527.834
2.31892e-05	578.461
1.68569e-05	857.987
1.69161e-05	793.048
7.98507e-06	227.315
0.000211322	315.32
1.19551e-05	893.687
2.52355e-05	598.848
3.80648e-05	582.008
7.5343e-05	239.762
2.84106e-05	774.5
2.62099e-05	538.511
1.82063e-06	183.242
9.73298e-05	199.425
2.99905e-05	772.209
3.21805e-05	835.518
3.85976e-05	407.747
2.76684e-05	767.963
0.000297746	210.758
0.000100651	603.436
1.52228e-06	173.181
2.25327e-05	639.754
3.87271e-05	434.768
2.66285e-05	911.844
8.28423e-05	230.722
2.22824e-05	825.042
1.60592e-05	898.608
8.60483e-05	308.151
0.000111879	252.983
1.49072e-05	862.341
0.000106831	350.093
2.82413e-05	641.694
0.00219543	87.7307
2.75345e-05	567.8
0.000183412	173.69
1.3417e-05	819.631
1.23089e-05	901.988
8.53103e-05	234.064
3.98648e-05	538.766
1.788e-05	812.243
6.27804e-06	181.391
2.34098e-05	493.792
2.15351e-05	657.308
0.000104989	366.189
6.25285e-05	345.466
0.000279251	114.588
0.000106083	324.293
3.24098e-05	531.341
1.77922e-05	735.958
2.12475e-05	914.578
0.00117494	93.3014
2.31277e-05	770.182
0.000123438	235.427
1.79501e-05	712.531
7.96358e-05	262.288
0.000124944	192.588
1.11841e-05	918.626
0.000129631	450.449
5.23238e-05	387.742
1.57033e-05	947.732
1.41894e-05	848.014
0.00688778	83.2311
1.6847e-05	882.64
0.000107646	236.098
1.83912e-05	814.897
1.95062e-05	854.25
5.64477e-05	548.167
0.000508531	92.542
2.55416e-05	550.563
0.000192588	106.294
0.000118412	382.508
3.11739e-05	503.321
6.73778e-05	326.725
0.000818019	95.6568
7.78085e-05	426.515
5.1365e-05	678.149
6.66743e-05	210.953
2.14787e-05	617.013
3.39437e-05	923.201
2.72673e-05	584.514
2.91252e-05	255.521
1.44621e-05	894.675
3.06428e-05	672.603
1.5084e-05	760.556
2.79348e-05	791.573
5.55004e-05	324.364
1.92668e-05	935.453
0.000162638	247.586
1.30821e-05	934.152
1.45151e-05	821.385
4.94873e-05	582.356
4.73888e-05	835.55
1.20101e-05	868.891
1.49657e-05	938.279
3.62823e-05	175.683
0.000835065	155.309
8.57489e-05	304.534
1.85244e-05	825.081
2.28151e-07	141.545
1.33583e-05	890.079
1.99823e-05	945.527
1.98987e-05	654.684
3.1161e-05	475.197
5.52103e-05	495.415
3.42386e-05	620.783
4.11472e-05	389.778
2.47576e-05	678.054
9.63978e-07	171.555
8.71202e-05	377.446
4.81939e-06	157.151
2.0937e-05	820.941
4.34598e-05	416.519
2.43614e-05	813.693
3.32897e-05	175.746
1.40571e-05	943.516
2.41097e-05	634.93
1.28139e-05	894.648
3.28568e-05	260.707
2.38363e-05	507.673
7.80632e-05	344.878
1.73486e-05	789.642
0.000869579	106.918
1.7193e-05	786.964
1.2944e-05	930.362
8.76641e-05	228.005
2.22635e-05	649.242
1.7671e-05	674.187
3.91427e-05	728.632
2.67544e-05	494.131
3.04165e-05	712.224
0.00230391	74.7643
8.51699e-05	281.206
3.48254e-05	551.818
4.79619e-05	592.37
1.72115e-05	747.134
9.20658e-05	302.111
2.01241e-05	215.12
5.06815e-05	273.772
2.12865e-05	648.608
2.62453e-05	562.858
1.84737e-05	822.61
3.0047e-05	495.647
0.000678045	101.557
6.9197e-05	346.471
1.38217e-05	768.758
2.39836e-05	572.351
1.85015e-05	637.875
6.75224e-05	381.746
0.000150805	248.25
0.000153939	171.244
2.43585e-05	866.973
8.92537e-06	191.567
1.5782e-05	785.677
1.41696e-05	917.452
8.07088e-05	460.362
1.97863e-05	711.377
1.91325e-05	722.215
4.06688e-05	808.081
2.45064e-05	487.352
2.77721e-05	494.83
2.12784e-05	639.699
2.80219e-05	692.091
2.72566e-06	182.208
9.27947e-05	309.508
1.79735e-05	868.335
1.28365e-05	830.96
7.90461e-05	370.51
1.25745e-05	878.023
2.38304e-05	820.057
0.000111055	205.415
1.72245e-05	731.318
3.36973e-05	759.251
0.000130544	287.735
2.56145e-05	705.585
4.28148e-05	461.673
0.0184247	73.5512
0.000130656	235.01
1.22953e-06	154.739
5.88956e-05	365.268
8.88855e-05	237.142
1.57128e-05	771.712
1.5661e-05	762.32
3.8957e-05	444.845
1.48715e-05	835.219
1.32378e-05	938.956
4.44269e-05	448.294
3.12443e-05	518.648
1.9897e-05	877.385
1.33642e-05	752.74
0.00282916	110.28
0.000126895	287.711
4.31476e-05	476.127
2.98623e-05	559.092
4.24853e-05	454.458
2.78292e-05	237.445
0.00133422	90.4399
2.51227e-05	857.912
0.00149687	104.377
2.79389e-05	658.309
5.03499e-05	598.951
6.78716e-05	307.979
2.13494e-05	669.701
1.96026e-05	639.644
2.85117e-05	585.28
6.184e-05	516.836
0.000346338	102.727
7.5164e-05	278.844
1.97151e-05	926.009
1.50453e-05	800.822
2.52277e-05	487.39
1.06292e-05	897.462
2.73959e-05	480.826
1.31471e-05	817.554
1.74646e-05	640.704
0.000118275	420.336
2.08446e-05	724.207
5.35021e-05	256.144
1.53976e-05	860.216
6.38456e-05	516.634
2.9673e-05	568.381
1.88343e-05	694.273
4.51888e-05	395.182
2.69014e-05	542.944
0.000144293	222.297
1.82263e-05	648.247
3.43059e-05	467.773
4.54164e-05	535.296
4.10549e-05	727.692
3.00096e-07	133.73
6.66302e-05	254.1
0.000290782	220.121
1.81213e-05	793.807
6.35699e-05	310.157
8.87487e-07	164.501
1.09177e-05	181.696
1.06344e-06	131.532
1.60647e-05	654.536
4.5623e-05	640.593
1.82493e-05	800.981
3.03456e-05	661.804
7.49207e-05	370.151
2.25006e-05	824.671
0.000131257	277.768
2.59943e-05	485.914
7.60267e-05	311.962
2.11437e-05	618.935
5.92569e-05	540.365
0.000105646	333.581
3.78545e-05	639.059
5.5992e-05	341.111
0.0135129	97.0444
3.08165e-05	802.913
1.41945e-05	886.546
1.17282e-05	889.955
1.13883e-05	948.448
2.45322e-05	525.47
3.70456e-05	706.464
2.06444e-05	773.176
0.0120965	88.3125
2.77252e-05	529.262
2.48528e-05	638.399
0.000178024	109.915
1.9327e-05	587.196
2.28742e-05	789.778
2.13988e-05	822.87
3.13013e-05	240.032
2.98642e-05	925.46
1.91384e-05	568.339
2.74555e-05	602.879
3.72057e-05	406.082
3.03858e-05	657.886
4.5537e-05	434.09
1.62304e-05	700.512
1.69622e-05	646.214
1.7723e-05	888.212
0.00059201	109.096
2.67942e-05	827.003
1.47533e-05	750.52
1.67567e-05	762.177
0.000127042	367.598
4.16345e-05	450.307
5.11452e-05	703.061
4.20633e-05	379.523
5.71949e-05	375.396
0.00012585	320.61
3.81915e-05	740.628
4.57261e-05	682.974
0.00029902	192.752
3.49252e-05	513.338
9.27276e-05	210.698
8.7346e-05	357.221
5.06982e-05	371.092
6.01505e-05	548.526
3.16436e-05	660.056
5.15907e-05	540.641
1.67676e-05	934.197
1.31077e-05	849.852
2.97546e-05	542.887
7.6454e-07	172.247
7.91835e-05	281.059
2.45674e-05	610.813
7.3402e-05	248.064
0.00029086	132.173
1.87713e-05	745.767
3.17184e-05	444.213
0.000198263	240.841
3.33351e-05	524.701
1.50565e-05	935.433
2.09356e-05	616.355
3.40775e-05	725.409
3.75422e-05	879.857
2.93522e-05	522.41
5.74743e-05	373.232
4.56184e-05	354.03
4.14281e-05	768.302
2.34069e-05	553.759
1.7401e-05	629.239
3.39132e-05	446.234
0.00128854	109.946
0.000185372	229.415
1.636e-05	717.189
2.99353e-05	472.428
5.42196e-05	559.121
3.95322e-05	502.285
8.43436e-05	83.583
2.59331e-05	586.765
7.63498e-05	301.907
5.2133e-05	324.199
4.58221e-05	350.805
5.50413e-05	585.928
5.02466e-05	524.49
0.000553471	120.534
2.61392e-05	935.404
6.08124e-05	408.903
1.19105e-05	937.357
3.14765e-05	435.345
3.92428e-05	599.867
2.01176e-05	181.309
1.33242e-05	917.126
1.45724e-05	690.716
3.2011e-05	514.177
2.02824e-05	753.557
3.71437e-05	571.186
2.50466e-05	880.079
1.63132e-05	872.417
5.23848e-05	335.356
2.13262e-06	169.665
1.43484e-05	878.036
0.00100234	99.9638
0.000100191	379.392
1.83667e-05	758.203
2.06859e-05	619.208
5.17606e-06	157.315
0.00046087	273.09
2.06589e-05	652.611
1.98871e-05	750.59
0.000494757	77.6304
1.52203e-05	863.349
2.55126e-06	156.019
2.3525e-05	679.254
1.99386e-05	871.681
4.8973e-05	441.163
5.44995e-05	375.073
3.83132e-05	444.865
2.10299e-05	536.326
6.96712e-05	504.096
1.25104e-05	904.447
1.68155e-05	185.006
5.91172e-05	481.536
2.43454e-05	487.96
3.873e-05	713.853
3.09898e-05	791.529
6.40199e-05	684.561
7.84356e-05	236.15
0.000157878	302.558
2.05466e-05	606.268
2.23383e-05	513.946
3.54436e-05	469.548
6.7954e-05	624.306
1.85749e-05	791.218
2.8475e-05	250.551
1.32846e-05	804.089
6.46773e-05	416.641
4.21536e-05	553.921
3.57886e-05	366.141
4.48832e-05	489.966
4.13935e-05	402.038
2.04657e-05	215.882
3.31073e-05	590.773
2.48485e-05	627.009
1.31202e-05	848.311
1.05721e-05	949.912
0.000844672	79.9283
2.88468e-05	813.123
3.11062e-06	143.823
2.17949e-05	766.373
3.88835e-05	550.699
1.02529e-05	910.17
0.000184478	201.851
7.10982e-05	304.698
2.62585e-05	564.804
0.000107432	341.33
1.82165e-05	792.091
0.000840022	71.306
1.87025e-05	755.865
4.16695e-05	371.144
5.97231e-05	439.691
1.9924e-05	663.33
3.61748e-05	572.122
1.2346e-05	924.662
