Omega	mH1	mH2	mHc
0.000153931	597.726	730.063	746.751
0.000800445	534.538	760.541	753.621
0.000353151	571.395	595.038	658.581
0.000536381	444.629	457.116	499.794
0.000227863	631.733	704.95	774.823
0.00812693	526.21	555.757	560.246
0.000469946	852.651	852.761	928.205
0.00319579	814.358	871.442	872.235
0.00680923	657.89	659.653	700.28
0.000632465	844.023	844.669	903.656
0.00125282	703.491	791.344	867.954
0.0455571	605.598	623.785	646.363
0.000473942	501.825	549.552	651.451
0.000263554	582.79	795.803	852.742
0.00137824	661.546	663.128	701.418
0.00457459	787.594	934.525	929.818
0.000702436	719.761	737.327	757.721
0.000128963	713.11	780.279	837.524
0.000356938	280.685	381.976	458.991
0.00347407	641.794	805.122	870.723
0.000244419	325.358	411.098	422.76
0.000289359	501.26	525.368	572.655
0.00152631	416.509	417.002	487.37
6.15547e-05	172.16	362.907	225.827
0.000107386	412.447	597.312	507.083
0.000155368	380.396	703.78	630.236
0.02467	596.89	653.247	731.458
0.00107076	462.608	702.514	663.244
0.0417199	741.942	827.931	827.065
0.000727289	236.21	452.13	492.923
0.000190048	656.331	707.032	786.756
0.0001594	422.236	665.704	468.76
0.000221678	395.654	763.785	677.039
0.000225331	257.617	924.683	888.648
0.000143671	676.372	728.008	809.802
2.02492e-05	172.531	879.452	842.304
0.0160577	805.583	916.962	874.075
0.000237284	582.307	908.741	979.715
0.000344317	648.692	763.803	676.277
0.00532823	715.235	900.75	910.559
0.000440017	433.858	654.282	564.782
0.00018498	693.056	802.761	891.576
6.03225e-05	531.988	660.418	670.064
3.94864e-05	343.119	954.372	931.258
0.00207459	621.825	716.221	636.91
0.000240571	804.496	893.475	961.758
0.000162428	580.751	877.852	816.919
0.000171675	239.212	395.412	437.996
0.0089152	416.808	470.373	441.456
0.0034664	840.527	861.916	937.177
0.00110502	474.865	476.712	534.479
0.00313272	614.545	812.732	759.574
0.00110543	378.721	558.149	508.302
0.00150582	357.195	379.427	414.045
0.000394392	703.432	863.941	840.803
0.00208446	246.439	366.968	293.318
0.000131497	264.732	357.636	441.787
0.00127151	675.393	764.412	683.835
0.00156161	449.215	450.561	511.824
0.000213407	335.481	687.777	586.029
0.000117121	775.569	839.552	849.14
0.000243689	153.519	370.419	381.849
0.000229256	743.372	898.048	940.71
0.00160261	928.931	992.176	961.516
0.00119555	547.353	591.294	642.108
0.000753009	840.468	868.374	879.614
0.000167867	763.541	903.678	802.515
0.000125704	603.972	697.005	655.77
0.000159912	528.246	623.158	628.708
0.000405967	304.371	489.567	389.688
0.00011312	483.425	884.997	879.6
0.000533501	443.07	448.083	530.982
0.00154531	874.836	894.414	975.482
0.000919826	449.502	493.716	476.453
0.000586328	786.759	791.741	864.442
0.00090963	170.174	194.943	219.869
0.000503623	900.356	982.597	977.483
0.000181834	654.574	796.518	747.734
0.000167807	292.802	516.694	535.144
0.000900606	386.863	452.436	415.984
0.00205078	531.065	533.814	535.408
0.00269533	411.141	573.144	571.682
0.000244887	382.17	418.481	457.475
0.000163862	506.53	690.738	627.895
0.000391908	289.692	364.38	365.319
0.000415253	925.816	996.377	965.307
0.00018163	701.267	799.776	845.382
0.00446234	429.004	431.649	492.631
0.000283657	508.607	626.065	558.207
0.000343784	849.086	901.209	897.076
0.000561466	565.99	594.033	652.435
0.000616023	553.638	754.113	805.014
0.000407695	550.228	675.909	635.822
0.000776533	640.359	640.452	707.604
0.00134754	761.503	877.542	876.238
0.000295421	623.466	643.529	704.402
0.0055927	656.231	873.237	877.568
0.000372026	510.718	830.651	892.447
0.0050693	976.985	995.538	987.703
0.000250633	660.346	761.398	701.4
0.00450779	360.058	961.916	985.293
0.000210478	666.233	969.149	985.789
0.000172801	654.654	897.539	842.715
0.000183039	313.822	414.428	465.375
0.000306322	575.831	853.566	858.458
0.00210116	303.951	517.091	542.428
0.000417502	403.946	552.506	559.64
0.00151045	690.513	755.722	781.258
0.00247517	536.681	957.219	965.42
0.000912496	655.445	657.025	721.668
0.000916947	320.973	495.027	331.746
6.08699e-05	268.506	902.562	888.294
0.000119753	764.319	858.399	860.589
0.00146451	771.062	778.835	833.29
0.000543336	718.698	721.688	797.08
0.000155217	634.968	738.055	821.268
0.000135146	764.456	879.36	882.377
0.000203931	518.553	919.815	956.701
3.89197e-05	156.999	528.69	376.498
0.00515142	468.156	673.431	626.452
0.000503797	629.486	783.411	853.97
0.000159367	676.171	720.052	733.079
0.000835118	441.67	601.958	656.067
0.00294679	614.444	697.289	835.51
0.000188733	270.692	588.433	580.647
0.00638868	225.095	330.407	279.126
0.000335148	711.795	776.928	893.107
0.000157608	545.822	877.55	724.044
0.00103959	413.428	414.397	487.124
0.0053545	462.389	834.044	745.764
1.20775e-06	143.405	904.091	770.665
0.000195865	532.642	782.882	892.283
0.00126933	577.509	580.449	626.393
0.000255367	510.358	695.514	667.749
0.000202168	323.315	511.023	402.424
0.0063152	662.823	686.671	729.231
0.000201251	838.048	923.033	893.828
0.000220173	490.892	682.493	567.551
0.000916847	495.409	750.551	662.16
0.00212327	287.733	302.169	329.254
0.000252366	389.308	437.542	513.356
0.00124212	445.581	457.724	493.608
0.000910881	302.851	467.883	486.435
0.0002265	462.051	644.984	659.467
0.000180166	619.743	651.036	676.839
0.0064246	228.355	260.558	246.832
0.000155544	567.335	787.826	812.688
0.000650402	823.628	945.873	915.267
0.00163687	681.804	695.607	739.563
0.00131753	740.514	749.616	824.8
0.000317182	745.015	803.946	893.33
0.00033599	682.06	698.805	751.792
0.000184838	852.533	909.966	947.165
0.00028313	801.233	836.435	857.998
0.00282978	546.8	583.988	582.166
0.00499261	648.609	822.993	840.302
0.00928031	519.642	557.702	546.529
0.000134431	546.266	620.263	684.426
0.000929398	624.897	629.867	671.504
0.000347121	335.74	603.016	383.997
0.00239054	606.907	639.355	660.778
0.000220542	820.856	956.913	860.234
0.0008732	768.367	780.774	830.427
0.000251895	301.443	390.297	433.58
0.00235154	241.847	263.915	321.178
6.0787e-05	272.653	408.368	437.614
0.000423141	320.837	345.039	498.98
0.000150415	263.17	371.434	369.318
0.000710565	605.061	741.666	776.087
0.000673587	714.078	850.286	861.268
0.00512334	640.045	640.121	677.395
0.000382856	442.005	541.896	468.46
0.000698238	516.826	671.522	643.896
0.001566	599.7	967.006	943.53
0.000238083	592.699	786.148	789.459
0.00018944	656.043	795.473	711.71
0.000478512	441.268	539.062	528.746
0.000198422	697.666	861.212	881.605
0.0015244	365.838	526.698	444.482
0.000943929	664.914	713.093	689.077
0.00179265	322.759	556.917	502.85
0.000135352	353.22	562.634	739.403
0.00214899	683.902	910.404	927.84
0.000348541	527.282	528.469	676.951
0.000597609	561.435	567.717	606.378
0.00929796	772.832	772.896	783.932
0.000135745	584.358	667.427	710.981
0.000710161	369.09	378.686	430.413
0.00088623	403.742	404.425	470.082
0.000400603	220.504	727.596	613.944
0.000446123	609.271	752.576	688.589
0.000419437	785.986	843.114	846.326
0.000200737	536.845	831.837	652.489
0.001235	668.537	719.689	737.008
0.00220789	745.25	747.373	824.646
0.000115057	256.943	620.17	476.217
0.000950446	709.276	717.693	755.912
1.66478e-06	146.209	882.26	711.466
0.00367086	286.403	349.346	371.586
0.00269056	223.373	676.3	658.972
0.000440771	555.82	560.939	625.827
0.000229621	679.173	878.661	833.871
0.00191376	667.774	758.457	753.222
0.00207496	328.013	432.889	331.599
0.000267925	633.861	696.653	691.22
0.000671018	261.962	315.308	376.002
0.000597587	511.246	679.275	519.225
0.0050435	503.917	557.826	532.627
0.000150766	662.165	735.642	700.076
0.000160229	287.265	602.83	510.31
0.000516903	504.789	610.81	520.617
0.00179158	827.168	829.645	899.911
0.000444487	683.652	771.675	869.924
0.0023569	355.981	356.328	407.892
1.49321e-06	168.874	361.297	282.086
0.000142159	441.871	652.665	690.946
0.00024571	636.926	734.448	696.722
0.000285428	692.758	842.428	758.123
0.000351426	379.367	434.296	453.301
0.000118374	289.523	615.522	525.432
0.000851841	417.171	576.702	639.772
0.0020051	113.948	426.294	261.89
0.000261678	574.924	676.334	628.177
0.000356426	647.633	660.673	713.525
0.0021672	626.321	777.225	774.716
0.0100064	721.497	748.419	765.344
0.00161523	642.686	679.139	689.267
0.000264026	589.928	769.486	795.309
0.000237563	568.318	728.194	620.454
0.000109442	564.706	635.659	694.524
0.000414438	471.63	605.101	595.281
0.000197868	494.459	596.364	573.458
0.00278641	423.088	621.479	686.926
8.71895e-05	755.242	917.815	830.25
0.000134424	489.079	716.01	730.519
0.000280544	245.513	515.481	561.829
0.000251141	281.497	384.678	394.498
0.000770358	184.149	370.113	383.956
7.47486e-05	700.022	861.205	839.27
0.000301899	378.761	543.325	561.873
0.000389671	223.207	510.348	520.014
0.000261309	567.663	611.801	685.699
0.000724489	168.019	347.988	396.86
0.000769814	498.848	603.317	507.552
0.000527829	753.021	763.602	837.883
0.000231593	503.486	801.327	725.53
0.00109068	723.325	768.232	736.727
0.000923762	587.441	694.805	669.154
0.000539111	503.153	606.901	527.684
0.0324595	377.405	377.429	390.799
0.00092325	757.322	806.03	874.243
0.000447077	308.79	357.652	346.525
0.000331961	711.873	847.677	774.485
8.31411e-05	433.966	686.078	638.757
0.000959831	495.642	515.092	604.351
0.000122496	551.688	606.136	640.503
9.96294e-05	729.37	943.149	888.059
0.000303905	228.951	674.515	670.758
0.000535794	350.949	452.704	412.77
0.000185828	428.573	630.975	646.473
0.000334982	409.197	483.864	492.955
0.00442701	863.578	979.779	957.555
0.000804073	516.778	538.408	545.465
0.00305288	654.92	704.352	686.087
0.0104403	396.499	408.896	404.171
0.000141445	366.865	443.436	553.99
8.59773e-05	268.821	654.676	771.606
9.3588e-05	419.53	888.205	776.199
0.00164377	297.944	552.75	612.323
0.000182636	625.74	774.69	806.952
0.000508631	424.322	604.352	465.466
0.000724066	875.795	881.269	940.879
0.000636923	285.558	403.376	458.165
0.000349401	658.649	969.973	907.157
3.51246e-06	212.836	870.861	890.62
0.00614791	501.954	540.186	578.333
0.000313575	281.257	341.789	397.5
0.000283709	497.045	574.398	611.199
0.00160786	343.389	383.64	459.797
0.0013642	867.719	872.859	925.616
0.000150892	464.471	947.536	832.111
0.0048852	796.707	827.373	809.903
0.00023765	400.35	422.577	473.933
0.00121881	475.115	475.375	555.417
0.000883849	682.932	730.968	690.782
0.000156752	757.119	900.04	851.295
0.000189834	706.058	759.047	854.112
3.45289e-05	770.01	889.616	881.018
0.00198607	535.29	554.266	623.323
2.06474e-05	200.596	481.501	345.667
0.000458381	408.011	413.054	514.021
0.000198482	277.426	484.901	425.496
0.000167744	769.543	932.639	942.083
0.0699331	252.781	791.656	730.639
0.000446722	506.414	613.091	550.958
0.00117673	472.497	754.719	648.531
0.00125179	850.912	865.047	915.686
0.000141519	553.365	675.014	600.938
0.00557652	704.506	787.822	803.33
0.00122771	594.376	678.089	693.706
0.00631717	406.958	413.499	464.775
0.0287256	397.745	547.732	562.68
0.000165547	441.552	651.433	485.407
0.00659057	711.89	767.763	743.2
0.00034905	355.957	564.546	605.707
0.000552346	553.452	569.541	604.23
0.000363481	648.264	674.041	741.126
0.000188843	669.697	718.009	717.141
0.000497324	655.485	657.018	737.444
0.000373597	793.891	795.12	877.261
7.3188e-05	547.272	683.155	718.543
0.000143701	270.87	674.68	548.427
0.000775111	365.343	433.753	381.336
0.000180639	465.256	765.468	873.588
0.000804413	421.148	642.158	661.718
0.0010522	295.233	587.523	584.043
0.00111093	566.728	733.511	577.908
0.000145956	741.851	812.368	823.385
0.000123502	696.578	941.003	988.085
0.00896183	621.751	754.385	776.325
0.0140249	893.345	907.64	954.976
0.000685106	839.791	840.899	905.002
0.00415879	87.8964	229.097	314.946
0.000700059	464.762	638.369	511.842
0.000119419	267.523	513.209	401.39
0.000105091	542.126	657.204	661.532
0.000100249	201.011	660.779	736.026
0.00194649	603.848	611.476	657.993
0.00020376	446.717	631.039	668.056
0.000346221	712.064	811.834	748.81
0.000727896	858.503	859.982	919.155
0.000909386	772.391	772.679	850.157
0.000257918	641.096	692.636	753.511
0.000310812	691.418	710.078	775.547
0.0090362	561.149	869.199	838.7
0.000194601	647.026	848.515	838.176
0.000514109	650.13	669.661	743.042
0.000225176	659.715	741.344	714.309
0.000480667	171.118	237.305	274.156
0.00123488	481.831	502.357	515.816
0.000493284	428.896	580.93	581.047
0.000276812	338.69	758.501	673.105
0.00091248	579.458	863.629	738.75
0.00269345	652.552	676.866	710.942
0.000166918	354.162	394.663	452.558
0.00457943	358.139	647.472	620.452
0.000999025	723.033	881.93	835.096
0.000319422	217.475	326.761	379.486
0.00077323	227.422	683.26	669.17
0.00111213	676.298	840.789	807.146
2.53474e-05	153.217	430.518	401.777
0.000187433	378.385	620.72	519.722
0.000536404	411.346	508.104	567.894
0.00149745	675.505	709.364	738.447
0.000217205	554.308	725.689	814.433
0.000166085	688.92	730.136	778.334
0.00806607	621.649	622.413	654.681
0.0727323	444.562	444.625	445.105
0.000238349	325.162	380.504	443.343
0.000548205	616.582	719.719	686.46
0.00210697	501.665	745.273	635.968
0.00024939	618.532	673.588	748.643
0.000867386	225.757	409.557	416.228
0.000814318	449.679	453.861	535.333
0.00177149	148.263	196.822	225.555
0.00110338	279.757	443.709	317.635
0.00122105	605.879	707.759	701.566
1.86901e-06	159.111	731.849	777.115
0.000932795	644.95	713.884	723.027
0.000144001	399.794	837.897	879.27
0.00131425	189.058	348.836	198.53
0.00033868	377.276	805.275	699.177
0.00038569	684.415	769.532	760.109
0.00219912	914.524	949.473	972.023
0.00149408	758.165	765.35	787.863
0.00112389	469.292	922.925	928.014
0.000681551	703.696	718.615	756.06
0.000439323	634.224	738.29	681.143
0.00296011	750.251	938.927	966.905
0.000271082	374.417	382.826	480.637
0.00032614	623.079	725.732	718.487
0.000230673	343.197	909.705	876.531
0.000249679	722.369	965.672	939.277
0.000147514	714.892	762.579	755.672
0.00427908	665.475	665.583	697.497
3.24005e-05	180.294	545.252	528.575
0.00315835	700.527	771.399	701.687
0.00020541	700.755	719.668	796.907
0.000971478	616.499	718.976	790.972
0.000290114	537.016	956.112	859.722
0.000720335	471.017	672.587	566.74
0.000131533	174.256	844.597	747.143
0.00498877	820.513	832.001	911.156
0.00117121	477.734	551.102	584.503
7.18918e-05	734.868	831.016	885.853
0.00143709	737.312	738.172	796.247
0.000790669	423.746	553.956	500.731
0.00192459	747.592	785.698	864.594
0.000118379	327.653	560.108	398.943
0.00017508	471.595	536.947	590.739
0.000333946	634.628	676.778	715.88
0.00364187	941.344	944.591	996.383
0.000492469	382.224	436.727	498.76
0.000165778	323.807	506.702	594.498
0.000184393	438.309	504.819	572.715
3.35957e-05	187.09	876.081	869.042
0.000946481	637.414	640.46	739.464
0.0001975	357.8	376.048	449.136
0.000168164	739.449	856.264	845.354
0.000163342	482.966	867.753	819.685
0.0565667	426.901	503.004	537.301
0.000109204	624.742	909.988	776.643
0.000178143	619.87	673.726	826.12
0.000666798	706.957	757.565	760.951
0.00125646	487.017	911.874	944.04
0.00113893	850.07	884.528	892.349
0.000163479	691.963	775.074	761.143
0.00031449	653.363	733.518	740.136
8.52499e-05	590.876	635.387	687.632
0.00266779	615.794	616.962	686.699
0.000296083	779.827	921.355	912.123
0.000126845	586.394	698.794	811.458
0.000459716	882.837	908.657	960.458
0.00283453	754.91	763.524	831.592
0.0007469	905.654	944.723	931.702
0.000240644	377.381	415.815	489.822
0.000463043	722.342	821.532	846.634
0.00162153	145.088	175.601	202.136
2.75919e-06	125.845	476.203	436.623
0.000531657	491.891	662.829	542.025
0.000348785	460.33	511.838	482.675
0.000142687	696.838	757.923	800.082
0.000272629	876.085	981.237	985.86
8.7889e-05	648.036	746.007	701.086
0.00474026	726.107	758.896	758.32
0.000788929	422.784	466.742	516.402
0.00292753	643.124	643.163	644.395
7.40756e-05	801.992	942.252	926.111
0.000527076	373.789	478.17	496.14
8.57596e-05	602.817	697.864	748.707
0.000567169	876.246	877.904	954.082
0.00017085	253.793	395.574	397.666
0.00220819	603.885	641.697	714.036
0.000177494	507.966	743.504	666.208
0.00255076	475.401	731.783	649.616
0.000138156	526.539	681.656	718.782
0.000460691	566.307	659.166	602.125
0.00701059	595.396	791.959	725.818
0.000118928	316.908	539.365	494.338
0.000163121	621.367	713.391	690
0.000100216	775.433	945.945	977.842
0.00272777	595.899	645.415	685.43
0.000167729	417.229	503.918	567.007
0.000747194	808.453	904.444	950.139
0.000444518	768.465	830.617	908.525
0.010087	277.223	283.961	305.642
0.000354826	776.958	827.578	814.565
0.00858666	556.213	613.358	688.85
0.0178099	319.172	323.643	331.957
0.0014508	528.358	606.342	652.243
0.0110612	851.923	852.75	883.605
0.00396862	318.932	333.76	379.349
0.00114191	607.722	625.979	691.962
0.000920215	731.771	754.948	766.477
0.000217365	343.951	835.261	755.054
0.00568416	661.997	757.012	685.652
0.00131065	880.392	885.113	887.854
0.000532898	557.314	888.546	863.604
0.00144406	859.541	897.631	891.798
0.0227576	649.819	801.382	863.17
0.000194008	315.859	519.337	563.495
0.0051275	470.73	521.226	483.122
0.000168105	234.78	550.197	551.418
0.000548016	403.425	551.701	672.834
0.00247213	716.76	732.313	758.934
0.00163929	770.648	926.599	944.294
0.000102416	649.441	698.428	770.678
0.00436798	761.661	782.254	800.393
0.000184152	469.04	749.271	705.855
0.000965975	627.273	632.228	706.886
1.10367e-05	227.802	861.595	775.622
0.000963874	545.828	628.043	630.444
0.000341625	132.803	483.365	359.586
0.000436109	145.714	428.721	308.715
2.79637e-06	206.417	638.274	507.664
0.0070786	758.168	847.972	805.969
0.000100989	280.791	966.099	892.401
0.000174026	395.955	782.477	685.138
0.000579617	172.906	420.034	247.25
0.000710253	297.569	318.866	359.771
0.000141405	492.955	704.355	711.429
0.000834389	600.934	701.507	769.551
0.000436897	278.233	659.573	695.613
0.00209354	466.635	613.739	706.977
0.000671405	387.038	577.646	543.277
0.000113606	462.983	531.498	603.976
0.00059437	474.027	545.516	519.53
0.000377864	782.527	847.224	903.418
6.09671e-05	495.224	734.341	770.454
0.000826595	437.198	536.367	585.865
0.000339645	637.712	748.996	670.77
0.000332068	481.899	494.048	577.256
0.00227016	518.091	754.978	724.554
0.000185116	698.203	738.191	754.957
0.000349775	171.645	313.936	237.969
0.000269724	432.612	516.614	532.34
0.000179368	741.67	823.546	806.43
0.000420935	410.443	534.845	558.656
0.00398934	724.613	813.672	853.893
0.000118354	435.211	453.282	655.118
0.00194683	491.106	547.455	584.021
0.000155201	362.837	460.022	514.505
0.000523468	353.448	557.984	519.967
0.000119332	645.569	786.506	734.707
0.000121981	682.99	765.244	809.021
0.000617731	573.377	942.561	928.303
0.000359818	357.578	664.05	584.873
0.000254205	435.706	532.881	545.745
0.00144314	184.251	296.6	295.677
0.000296806	592.992	712.131	692.523
0.00045603	640.579	741.509	689.097
0.000247585	619.034	661.638	746.569
0.00014661	523.392	648.901	624.745
0.0038145	667.178	668.419	697.774
0.00112869	225	236.987	263.492
0.000145189	523.002	796.439	696.918
0.000313619	487.179	553.599	532.963
0.00309524	392.478	406.519	457.884
0.000536373	755.587	790.075	834.572
6.90491e-05	377.443	623.866	627.032
5.30171e-05	178.365	194.11	242.563
0.00211617	355.654	355.972	403.713
0.000410324	435.193	705.445	772.666
0.000566424	176.275	362.522	467.001
0.000820114	819.541	885.76	945.532
0.000118545	536.711	582.669	671.521
0.000180454	361.61	647.965	726.22
0.000158016	394.175	512.104	528.899
0.000420915	248.007	641.23	704.659
0.000251854	617.141	646.671	709
0.000170847	142.878	285.939	366.049
0.000790975	582.389	667.677	730.228
0.00221695	607.325	793.975	736.981
0.0015079	689.113	736.243	735.914
0.000169371	609.021	669.888	696.445
0.000561163	808.741	829.594	841.451
0.000166802	318.059	491.826	466.273
0.00522165	621.899	671.914	624.506
0.0141209	452.555	761.71	751.633
0.000703948	607.765	662.706	665.267
0.00227747	595.188	675.721	699.298
0.00350264	643.482	666.022	680.906
0.00205027	478.143	759.137	813.519
0.000903831	557.985	574.83	647.533
0.000417339	718.975	768.972	785.401
0.000301666	272.364	290.311	367.427
2.54e-06	198.887	725.841	661.662
0.00296199	374.022	488.787	421.574
0.00126916	603.209	603.592	648.119
0.00613692	896.465	950.717	901.854
0.00048227	447.524	485.865	539.057
0.000288108	660.244	832.489	854.281
2.12643e-05	320.455	891.526	780.932
8.9297e-07	239.51	943.971	935.758
0.00743666	388.649	438.282	398.437
0.00637447	626.703	663.958	631.717
2.05665e-05	204.023	773.147	687.592
0.000192948	343.104	425.561	377.738
0.000961108	619.446	627.261	672.196
0.0036133	514.154	514.261	569.998
0.000252541	225.254	362.233	346.105
0.000256615	542.726	660.263	691.568
0.0048994	468.582	473.535	501.572
2.28497e-05	240.885	825.3	771.292
0.000255983	495.122	715.194	708.707
0.00056613	621.833	707.681	640.197
0.000354028	271.159	482.354	359.507
0.000728836	619.776	722.299	711.34
0.000158743	338.66	652.56	566.214
0.0054506	299.855	486.632	503.272
0.00122241	418.044	458.904	467.331
0.000169448	527.441	742.081	814.265
0.000153853	570.947	576.847	699.187
0.0011777	765.287	869.779	780.067
0.0037724	556.954	566.524	589.612
0.00013279	527.388	750.79	671.32
0.00105777	373.976	549.388	383.603
3.72537e-05	191.789	454.558	328.359
0.000152574	633.018	699.429	782.497
0.000973642	678.865	993.321	928.2
0.00273553	639.251	680.256	760.532
0.000239225	701.16	899.421	896.453
1.01227e-05	276.28	947.833	969.8
6.01744e-05	523.244	673.998	708.446
0.000156615	350.213	763.778	794.881
0.000265812	646.151	710.833	756.96
7.92112e-06	194.283	811.779	827.638
0.00123803	528.473	682.252	767.201
0.000242019	198.77	424.607	420.511
0.000525346	457.328	547.802	498.6
0.000253351	662.499	806.044	786.952
0.00019564	875.953	950.399	986.458
0.000402902	511.202	522.904	591.932
0.000383804	399.9	895.839	981.406
0.000121779	330.983	549.319	571.541
0.000158529	616.054	628.219	694.035
3.86728e-07	128.439	584.7	589.513
0.000195466	585.635	784.869	783.803
0.000768277	692.77	928.852	868.215
0.000389839	565.244	881.986	931.468
0.000826263	526.964	565.285	605.302
0.00638393	740.752	785.882	745.881
5.8755e-07	137.804	724.843	771.326
0.0113648	883.239	889.963	892.857
0.000948316	751.673	751.851	809.265
0.00063277	508.35	929.814	895.354
0.00086127	837.475	899.56	885.926
0.00137013	368.531	387.026	460.397
2.15101e-05	126.42	308.372	376.332
0.000362316	306.884	645.217	696.397
0.000141768	348.677	523.239	568.896
0.00269927	472.676	581.009	600.011
0.000397992	830.972	902.677	925.172
0.000792447	707.885	713.315	753.363
0.00230769	823.595	939.401	929.175
0.00112189	630.589	766.572	803.622
0.000390052	377.123	546.502	415.016
0.000291395	556.608	694.102	798.177
0.00174474	495.647	664.309	527.281
0.000781206	700.888	794.827	834.904
0.000170104	476.462	512.398	576.691
0.000193604	700.871	834.548	843.643
3.00951e-06	190.82	837.064	762.214
0.000414208	747.232	926.724	960.222
0.0216024	918.516	937.693	949.372
0.000256536	339.422	424.3	402.195
0.000315362	421.228	896.087	856.971
0.00243734	548.983	582.109	602.214
0.00598445	605.345	780.097	850.933
6.29045e-05	472.539	587.655	622.479
0.000252288	561.416	669.815	581.288
0.000245056	612.546	644.01	688.978
0.000231146	605.851	754.882	631.87
0.00163693	662.464	750.251	698.482
0.000352653	835.071	935.003	955.953
0.000302155	258.251	539.793	437.218
0.000306606	728.764	989.173	877.86
0.00189954	712.729	722.725	803.933
0.000167098	491.911	579.301	645.554
0.000966448	223.29	313.051	388.991
0.00117854	513.217	798.955	784.303
0.00052352	879.483	904.675	919.693
0.000750591	632.462	686.591	653.471
7.43794e-05	585.2	760.973	761.374
0.00022239	658.933	749.815	797.594
0.00105889	698.927	725.349	773.884
0.0112912	271.712	476.714	466.387
0.0133446	961.832	962.548	997.555
0.000174964	642.075	893.63	946.73
7.47432e-05	289.14	607.995	510.53
0.000722353	596.904	598.814	616.261
0.000687516	572.459	596.31	614.345
0.000263745	438.433	781.977	764.413
0.000347043	404.638	526.614	586.662
0.000350239	646.57	871.107	808.381
0.000489919	563.921	739.83	659.56
0.000402448	576.428	620.996	720.821
0.000536946	400.059	471.532	479.3
0.000260069	178.35	565.487	613.257
0.00134205	654.7	715.705	762.137
0.000439529	303.366	708.118	539.65
0.000174393	459.415	798.055	902.62
0.00153727	825.475	943.41	952.371
0.000192644	655.154	736.802	802.643
0.000241695	361.16	710.029	659.937
0.000131723	381.302	625.474	550.9
0.00232789	416.64	935.633	853.422
0.00783521	496.451	505.516	533.662
0.000271111	395.716	565.022	607.154
0.000287881	695.871	773.954	771.013
2.89845e-07	132.046	680.596	730.863
0.000334778	768.369	848.88	847.55
0.000162953	691.065	729.354	798.989
0.00298266	712.314	805.525	809.947
0.00014629	628.88	644.229	733.907
0.000121097	493.74	552.928	661.342
0.00181863	608.357	837.944	828.406
0.000362577	606.632	733.464	645.57
0.00248054	731.634	769.144	805.3
0.00182778	445.952	766.343	789.08
9.37019e-05	258.081	561.991	387.578
0.000270611	202.964	883.54	839.267
0.00054592	657.611	700.795	701.712
0.00147511	471.253	489.08	560.694
0.00107224	582.999	731.652	818.829
0.00241257	557.576	850.357	837.551
0.000205775	834.934	950.68	876.414
0.000262024	517.616	781.752	832.031
0.000177345	627.105	665.823	733.548
1.05444e-05	149.487	509.426	582.38
0.00106439	624.654	722.561	765.891
0.000183238	476.563	643.892	692.617
0.00170693	564.017	708.819	610.6
0.000309459	519.083	709.247	710.157
0.000257462	710.672	873.334	819.02
0.000122255	580.532	701.239	670.472
0.0119928	194.664	212.593	197.049
0.000600466	520.888	671.058	705.851
0.000876454	280.999	705.663	708.289
0.0128993	781.55	899.515	883.072
0.000197719	335.345	733.257	576.98
0.000546394	353.034	376.674	413.935
0.000229086	323.833	459.732	513.69
0.00134233	669.024	698.399	737.531
0.00267464	537.29	563.062	575.351
0.009385	362.726	885.812	854.133
0.000756895	244.549	339.758	282.397
0.000311843	686.658	692.238	810.766
0.000702565	662.105	668.294	751.787
0.00106215	677.405	677.408	725.779
0.000913519	630.804	895.188	876.243
0.00133342	192.612	216.426	233.244
0.000589429	659.593	808.824	749.442
0.00243449	707.898	736.685	797.564
0.000515686	131.404	371.422	370.602
0.00703658	876.456	886.315	878.779
0.0011434	483.472	484.076	562.275
0.00148168	619.38	659.55	636.974
0.00252877	400.422	430.178	411.727
0.000267702	490.054	616.166	558.223
0.000265664	547.873	828.997	791.575
0.000152854	775.326	846.674	852.696
0.00115043	747.627	767.176	791.29
0.00313495	911.442	981.529	917.752
0.00167285	587.1	621.181	641.616
0.000297704	201.428	481.705	254.679
0.000475981	586.091	627.555	643.801
0.000701059	195.475	337.222	414.258
0.000416289	849.685	915.565	954.191
9.77939e-05	319.373	398.895	450.52
0.000128265	444.459	454.264	584.916
0.0032636	557.387	569.142	622.061
0.000461348	368.714	651.939	625.367
0.00053713	694.574	695.262	758.474
0.000911292	512.329	603.705	616.103
0.00870039	758.978	822.735	861.57
0.000137135	534.384	662.895	598.304
0.000334722	403.637	495.995	506.697
0.000641991	514.866	620.554	712.201
0.000251441	527.853	671.474	616.556
0.000162047	721.146	821.582	833.009
0.000136803	337.548	889.116	835.619
0.00116786	497.693	688.689	663.478
0.000590246	370.974	559.451	382.528
0.00759399	624.141	673.379	653.427
0.000126445	721.367	899.142	948.689
0.000108127	220.926	618.554	554.887
6.53676e-05	860.625	995.383	965.254
0.00020294	273.811	423.484	428.374
0.0013822	290.327	312.609	375.864
0.000151695	850.354	934.938	946.16
0.000670787	360.547	436.978	580.286
0.00176335	809.62	826.337	886.158
0.000273174	322.382	488.332	508.938
0.000521736	788.186	945.17	954.269
0.00220501	464.56	811.479	729.812
0.0012261	613.046	710.313	718.713
0.000523026	355.048	382.012	393.714
6.09342e-05	663.104	833.501	734.879
0.00164334	817.847	869.932	964.385
8.54752e-05	416.103	645.838	590.457
