sqrts	xsec	
275.068	6.80349e-08	
275.166	6.79403e-08	
275.264	6.78459e-08	
275.362	6.77518e-08	
275.46	6.76578e-08	
275.558	6.75641e-08	
275.656	6.74706e-08	
275.754	6.73773e-08	
275.852	6.72842e-08	
275.95	6.71913e-08	
276.048	6.70986e-08	
276.146	6.70062e-08	
276.244	6.69139e-08	
276.342	6.68219e-08	
276.44	6.67301e-08	
276.538	6.66385e-08	
276.636	6.65471e-08	
276.734	6.64559e-08	
276.832	6.63649e-08	
276.93	6.62741e-08	
277.028	6.61835e-08	
277.126	6.60931e-08	
277.224	6.6003e-08	
277.322	6.5913e-08	
277.42	6.58233e-08	
277.518	6.57337e-08	
277.616	6.56444e-08	
277.714	6.55552e-08	
277.812	6.54662e-08	
277.91	6.53775e-08	
278.008	6.52889e-08	
278.106	6.52006e-08	
278.204	6.51124e-08	
278.302	6.50245e-08	
278.4	6.49367e-08	
278.498	6.48492e-08	
278.596	6.47618e-08	
278.694	6.46746e-08	
278.792	6.45876e-08	
278.89	6.45008e-08	
278.988	6.44143e-08	
279.086	6.43279e-08	
279.184	6.42416e-08	
279.282	6.41556e-08	
279.38	6.40698e-08	
279.478	6.39842e-08	
279.576	6.38987e-08	
279.674	6.38135e-08	
279.772	6.37284e-08	
279.87	6.36435e-08	
279.968	6.35588e-08	
280.066	6.34743e-08	
280.164	6.339e-08	
280.262	6.33058e-08	
280.36	6.32219e-08	
280.458	6.31381e-08	
280.556	6.30545e-08	
280.654	6.29711e-08	
280.752	6.28879e-08	
280.85	6.28049e-08	
280.948	6.2722e-08	
281.046	6.26393e-08	
281.144	6.25568e-08	
281.242	6.24745e-08	
281.34	6.23924e-08	
281.438	6.23104e-08	
281.536	6.22286e-08	
281.634	6.2147e-08	
281.732	6.20656e-08	
281.83	6.19844e-08	
281.928	6.19033e-08	
282.026	6.18224e-08	
282.124	6.17416e-08	
282.222	6.16611e-08	
282.32	6.15807e-08	
282.418	6.15005e-08	
282.516	6.14205e-08	
282.614	6.13406e-08	
282.712	6.12609e-08	
282.81	6.11814e-08	
282.908	6.11021e-08	
283.006	6.10229e-08	
283.104	6.09439e-08	
283.202	6.0865e-08	
283.3	6.07863e-08	
